NGRIP CH4 DATA:,,,,,,,
Column 1: NGRIP depth (m),,,,,,,
"Column 2: Gas age, ss09sea06bm scale",,,,,,,
"Column 3: Gas age, AICC 2012 scale (Veres et al., 2013, Clim. Past 9)",,,,,,,
Column 4: CH4 concentration (ppb),,,,,,,
Column 5: 1-sigma uncertainty CH4 concentration (ppb),,,,,,,
Column 6: Published in,,,,,,,
,,,,,,,
1,2,3,4,5,6,,
depth,age ss09sea06bm,age AICC 2012,ch4,error,published in,,
(m),(years BP),(years BP),(ppb),(ppb),,,
1808.075,22330.8,23275.8,402.2,5.9,Baumgartner et al. (2012),,
1808.975,22366.0,23313.8,405.2,5.9,Baumgartner et al. (2012),,
1809.025,22368.1,23316.1,403.4,5.9,Baumgartner et al. (2012),,
1810.075,22411.2,23368.5,412.4,5.9,Baumgartner et al. (2012),,
1811.675,22478.6,23458.2,404.2,5.9,Baumgartner et al. (2012),,
1812.275,22503.8,23494.7,423.3,5.9,Baumgartner et al. (2012),,
1813.375,22547.5,23564.9,428.9,5.9,Baumgartner et al. (2012),,
1814.475,22591.4,23636.0,419.8,5.9,Baumgartner et al. (2012),,
1815.075,22614.3,23675.6,429.4,5.9,Baumgartner et al. (2012),,
1816.675,22678.2,23779.4,419.6,5.9,Baumgartner et al. (2012),,
1817.775,22731.0,23852.0,410.4,5.9,Baumgartner et al. (2012),,
1818.875,22791.6,23927.0,414.4,5.9,Baumgartner et al. (2012),,
1819.975,22857.8,23999.1,417.6,5.9,Baumgartner et al. (2012),,
1821.075,22932.5,24068.2,423.1,5.9,Baumgartner et al. (2012),,
1822.175,23012.1,24136.6,419.8,5.9,Baumgartner et al. (2012),,
1823.825,23127.1,24235.4,434.3,5.9,Baumgartner et al. (2012),,
1824.425,23168.3,24270.2,420.7,5.9,Baumgartner et al. (2012),,
1826.025,23277.5,24361.4,431.6,5.9,Baumgartner et al. (2012),,
1826.575,23316.3,24394.6,434.4,5.9,Baumgartner et al. (2012),,
1828.175,23418.8,24490.3,401.8,5.9,Baumgartner et al. (2012),,
1828.775,23456.1,24528.3,405.6,5.9,Baumgartner et al. (2012),,
1829.875,23533.2,24597.8,400.7,5.9,Baumgartner et al. (2012),,
1830.975,23611.8,24668.0,407.9,5.9,Baumgartner et al. (2012),,
1832.575,23720.4,24769.3,404.6,5.9,Baumgartner et al. (2012),,
1833.175,23757.4,24805.9,398.9,5.9,Baumgartner et al. (2012),,
1834.275,23828.5,24870.7,409.6,5.9,Baumgartner et al. (2012),,
1834.325,23831.6,24873.6,412.2,5.9,Baumgartner et al. (2012),,
1834.375,23835.3,24876.5,399.1,5.9,Baumgartner et al. (2012),,
1834.425,23838.0,24879.5,395.4,5.9,Baumgartner et al. (2012),,
1834.475,23841.6,24882.4,405.5,5.9,Baumgartner et al. (2012),,
1835.375,23899.6,24934.9,387.4,5.9,Baumgartner et al. (2012),,
1836.475,23970.8,24998.4,402.4,5.9,Baumgartner et al. (2012),,
1837.575,24042.0,25064.2,401.4,5.9,Baumgartner et al. (2012),,
1838.675,24120.0,25134.6,397.8,5.9,Baumgartner et al. (2012),,
1840.325,24240.1,25245.7,374.9,5.9,Baumgartner et al. (2012),,
1840.375,24243.5,25249.0,390.0,5.9,Baumgartner et al. (2012),,
1840.875,24280.6,25282.0,410.1,5.9,Baumgartner et al. (2012),,
1841.975,24357.4,25352.1,399.3,5.9,Baumgartner et al. (2012),,
1842.525,24393.6,25388.6,393.4,5.9,Baumgartner et al. (2012),,
1844.175,24509.5,25500.0,396.9,5.9,Baumgartner et al. (2012),,
1845.275,24590.0,25573.7,388.4,5.9,Baumgartner et al. (2012),,
1846.875,24701.2,25681.2,383.2,5.9,Baumgartner et al. (2012),,
1847.475,24744.0,25721.1,393.5,5.9,Baumgartner et al. (2012),,
1848.575,24829.3,25793.9,387.1,5.9,Baumgartner et al. (2012),,
1849.675,24918.2,25868.5,395.5,5.9,Baumgartner et al. (2012),,
1850.775,25003.8,25941.3,394.5,5.9,Baumgartner et al. (2012),,
1852.375,25142.8,26037.0,383.5,5.9,Baumgartner et al. (2012),,
1852.425,25147.7,26040.0,403.8,5.9,Baumgartner et al. (2012),,
1852.475,25151.9,26043.0,386.8,5.9,Baumgartner et al. (2012),,
1854.125,25292.4,26134.0,373.5,5.9,Baumgartner et al. (2012),,
1855.175,25376.4,26188.5,391.0,5.9,Baumgartner et al. (2012),,
1855.225,25380.0,26191.0,365.8,5.9,Baumgartner et al. (2012),,
1856.275,25459.8,26246.1,369.6,5.9,Baumgartner et al. (2012),,
1857.375,25539.9,26307.9,399.5,5.9,Baumgartner et al. (2012),,
1858.475,25615.2,26371.2,392.0,5.9,Baumgartner et al. (2012),,
1859.575,25689.2,26433.0,387.6,5.9,Baumgartner et al. (2012),,
1860.675,25762.5,26498.4,377.4,5.9,Baumgartner et al. (2012),,
1860.775,25768.6,26504.6,386.0,5.9,Baumgartner et al. (2012),,
1860.825,25771.7,26507.7,379.2,5.9,Baumgartner et al. (2012),,
1860.875,25774.8,26510.9,378.2,5.9,Baumgartner et al. (2012),,
1861.825,25835.5,26569.9,374.0,5.9,Baumgartner et al. (2012),,
1862.875,25904.5,26634.5,383.0,5.9,Baumgartner et al. (2012),,
1863.975,25979.9,26700.8,383.8,5.9,Baumgartner et al. (2012),,
1865.075,26065.3,26765.3,375.8,5.9,Baumgartner et al. (2012),,
1866.175,26148.1,26830.1,382.7,5.9,Baumgartner et al. (2012),,
1866.725,26189.0,26861.6,369.7,5.9,Baumgartner et al. (2012),,
1867.225,26223.5,26889.9,366.2,5.9,Baumgartner et al. (2012),,
1868.375,26304.2,26955.6,418.2,5.9,Baumgartner et al. (2012),,
1869.475,26390.1,27020.2,406.9,5.9,Baumgartner et al. (2012),,
1870.025,26433.5,27052.2,401.1,5.9,Baumgartner et al. (2012),,
1871.675,26553.7,27148.7,415.8,5.9,Baumgartner et al. (2012),,
1872.775,26625.7,27212.6,413.1,5.9,Baumgartner et al. (2012),,
1873.875,26695.6,27275.5,405.6,5.9,Baumgartner et al. (2012),,
1874.975,26761.2,27341.7,406.9,5.9,Baumgartner et al. (2012),,
1876.075,26827.3,27404.3,417.8,5.9,Baumgartner et al. (2012),,
1877.225,26896.0,27469.1,412.3,5.9,Baumgartner et al. (2012),,
1878.275,26958.3,27512.7,400.2,5.9,Baumgartner et al. (2012),,
1879.375,27018.1,27549.8,426.1,5.9,Baumgartner et al. (2012),,
1880.475,27069.7,27582.8,410.4,5.9,Baumgartner et al. (2012),,
1880.575,27073.7,27585.6,396.0,5.9,Baumgartner et al. (2012),,
1880.675,27078.2,27588.5,405.7,5.9,Baumgartner et al. (2012),,
1881.575,27113.0,27615.9,416.4,5.9,Baumgartner et al. (2012),,
1882.675,27146.8,27650.6,401.6,5.9,Baumgartner et al. (2012),,
1883.775,27179.3,27683.2,407.4,5.9,Baumgartner et al. (2012),,
1884.875,27206.9,27713.6,444.0,5.9,Baumgartner et al. (2012),,
1884.925,27207.9,27715.0,417.9,5.9,Baumgartner et al. (2012),,
1885.975,27234.1,27756.7,441.1,5.9,Baumgartner et al. (2012),,
1886.025,27235.0,27759.1,441.3,5.9,Baumgartner et al. (2012),,
1887.075,27263.4,27817.7,447.1,5.9,Baumgartner et al. (2012),,
1887.625,27276.6,27851.2,438.5,5.9,Baumgartner et al. (2012),,
1887.835,27281.6,27864.0,450.3,5.9,Baumgartner et al. (2012),,
1889.325,27320.2,27951.4,458.6,5.9,Baumgartner et al. (2012),,
1890.375,27351.2,28014.0,466.0,5.9,Baumgartner et al. (2012),,
1890.425,27353.2,28017.1,452.7,5.9,Baumgartner et al. (2012),,
1891.475,27397.6,28081.9,433.2,5.9,Baumgartner et al. (2012),,
1892.575,27457.6,28152.1,408.8,5.9,Baumgartner et al. (2012),,
1893.675,27535.9,28223.6,398.5,5.9,Baumgartner et al. (2012),,
1894.775,27617.3,28292.6,400.4,5.9,Baumgartner et al. (2012),,
1895.875,27701.9,28358.9,426.8,5.9,Baumgartner et al. (2012),,
1896.975,27785.9,28424.6,429.2,5.9,Baumgartner et al. (2012),,
1897.525,27829.4,28456.7,418.6,5.9,Baumgartner et al. (2012),,
1899.175,27949.9,28544.1,434.4,5.9,Baumgartner et al. (2012),,
1900.275,28028.4,28591.2,433.0,5.9,Baumgartner et al. (2012),,
1901.375,28101.2,28631.6,462.9,5.9,Baumgartner et al. (2012),,
1901.425,28104.4,28633.4,451.3,5.9,Baumgartner et al. (2012),,
1902.475,28163.7,28671.1,452.1,5.9,Baumgartner et al. (2012),,
1903.575,28215.8,28710.6,470.4,5.9,Baumgartner et al. (2012),,
1904.675,28259.8,28748.2,482.3,5.9,Baumgartner et al. (2012),,
1906.875,28336.7,28821.5,520.9,5.9,Baumgartner et al. (2012),,
1906.925,28338.4,28823.2,507.2,5.9,Baumgartner et al. (2012),,
1907.975,28373.7,28873.1,512.3,5.9,Baumgartner et al. (2012),,
1908.025,28375.0,28875.9,482.0,5.9,Baumgartner et al. (2012),,
1909.075,28412.6,28944.7,505.3,5.9,Baumgartner et al. (2012),,
1910.175,28451.1,29019.1,517.9,5.9,Baumgartner et al. (2012),,
1911.275,28493.5,29098.7,505.7,5.9,Baumgartner et al. (2012),,
1912.925,28572.5,29220.5,456.1,5.9,Baumgartner et al. (2012),,
1913.475,28606.3,29260.1,441.2,5.9,Baumgartner et al. (2012),,
1914.575,28682.7,29339.1,427.4,5.9,Baumgartner et al. (2012),,
1915.675,28765.6,29422.3,426.3,5.9,Baumgartner et al. (2012),,
1916.775,28846.0,29506.6,434.5,5.9,Baumgartner et al. (2012),,
1916.825,28849.6,29510.4,401.6,5.9,Baumgartner et al. (2012),,
1917.875,28928.5,29587.1,400.7,5.9,Baumgartner et al. (2012),,
1917.925,28931.9,29590.8,395.6,5.9,Baumgartner et al. (2012),,
1917.975,28935.4,29594.4,403.9,5.9,Baumgartner et al. (2012),,
1918.025,28938.9,29598.1,393.3,5.9,Baumgartner et al. (2012),,
1918.075,28942.3,29601.8,391.9,5.9,Baumgartner et al. (2012),,
1918.975,29011.5,29669.1,391.8,5.9,Baumgartner et al. (2012),,
1920.075,29105.8,29748.9,404.6,5.9,Baumgartner et al. (2012),,
1921.175,29208.9,29826.9,407.4,5.9,Baumgartner et al. (2012),,
1922.275,29307.1,29903.2,421.1,5.9,Baumgartner et al. (2012),,
1923.375,29399.3,29978.9,414.9,5.9,Baumgartner et al. (2012),,
1925.025,29527.2,30096.0,417.8,5.9,Baumgartner et al. (2012),,
1926.675,29657.5,30214.8,443.8,5.9,Baumgartner et al. (2012),,
1926.725,29662.0,30218.4,409.4,5.9,Baumgartner et al. (2012),,
1927.775,29747.4,30294.9,421.6,5.9,Baumgartner et al. (2012),,
1929.425,29875.5,30420.6,417.5,5.9,Baumgartner et al. (2012),,
1930.525,29956.1,30496.9,419.0,5.9,Baumgartner et al. (2012),,
1932.675,30097.2,30629.2,415.7,5.9,Baumgartner et al. (2012),,
1933.825,30162.7,30689.8,422.7,5.9,Baumgartner et al. (2012),,
1934.925,30222.8,30749.0,409.0,5.9,Baumgartner et al. (2012),,
1935.475,30251.3,30780.7,421.9,5.9,Baumgartner et al. (2012),,
1935.525,30253.9,30783.7,431.5,5.9,Baumgartner et al. (2012),,
1936.575,30307.4,30846.8,441.7,5.9,Baumgartner et al. (2012),,
1937.675,30363.8,30919.0,444.0,5.9,Baumgartner et al. (2012),,
1937.725,30366.1,30922.4,427.9,5.9,Baumgartner et al. (2012),,
1938.775,30424.8,30992.3,433.5,5.9,Baumgartner et al. (2012),,
1938.825,30427.5,30995.6,438.5,5.9,Baumgartner et al. (2012),,
1939.365,30457.6,31030.2,428.8,5.9,Baumgartner et al. (2012),,
1940.975,30549.6,31133.6,448.8,5.9,Baumgartner et al. (2012),,
1941.025,30552.8,31136.9,422.0,5.9,Baumgartner et al. (2012),,
1942.075,30615.0,31208.5,416.5,5.9,Baumgartner et al. (2012),,
1942.125,30618.1,31211.8,435.5,5.9,Baumgartner et al. (2012),,
1943.275,30685.6,31288.0,424.4,5.9,Baumgartner et al. (2012),,
1943.725,30712.2,31319.0,421.4,5.9,Baumgartner et al. (2012),,
1944.275,30744.1,31357.1,413.9,5.9,Baumgartner et al. (2012),,
1944.825,30776.9,31395.3,407.4,5.9,Baumgartner et al. (2012),,
1944.875,30779.8,31398.7,397.6,5.9,Baumgartner et al. (2012),,
1944.925,30782.6,31402.2,402.3,5.9,Baumgartner et al. (2012),,
1944.975,30785.4,31405.7,405.2,5.9,Baumgartner et al. (2012),,
1945.025,30788.3,31409.1,407.9,5.9,Baumgartner et al. (2012),,
1945.375,30809.1,31433.4,420.3,5.9,Baumgartner et al. (2012),,
1945.925,30843.1,31471.4,404.2,5.9,Baumgartner et al. (2012),,
1946.475,30877.7,31508.1,412.3,5.9,Baumgartner et al. (2012),,
1947.025,30912.6,31544.6,415.4,5.9,Baumgartner et al. (2012),,
1947.575,30946.5,31579.4,422.7,5.9,Baumgartner et al. (2012),,
1948.125,30980.9,31614.1,407.5,5.9,Baumgartner et al. (2012),,
1948.675,31015.5,31648.3,414.0,5.9,Baumgartner et al. (2012),,
1949.225,31050.2,31682.5,413.0,5.9,Baumgartner et al. (2012),,
1950.325,31118.5,31751.9,427.7,5.9,Baumgartner et al. (2012),,
1950.875,31152.3,31787.8,424.5,5.9,Baumgartner et al. (2012),,
1952.525,31274.8,31895.7,453.7,5.9,Baumgartner et al. (2012),,
1954.175,31394.8,31994.8,475.4,5.9,Baumgartner et al. (2012),,
1954.725,31429.0,32023.0,503.2,5.9,Baumgartner et al. (2012),,
1956.375,31536.1,32099.9,473.7,5.9,Baumgartner et al. (2012),,
1957.475,31603.9,32147.9,492.1,5.9,Baumgartner et al. (2012),,
1958.575,31668.2,32194.3,496.8,5.9,Baumgartner et al. (2012),,
1959.725,31728.4,32238.9,521.1,5.9,Baumgartner et al. (2012),,
1960.775,31778.5,32277.9,501.0,5.9,Baumgartner et al. (2014),,
1961.875,31822.8,32319.7,541.8,5.9,Baumgartner et al. (2014),,
1962.975,31862.8,32358.7,545.7,5.9,Baumgartner et al. (2014),,
1964.075,31901.1,32397.1,546.9,5.9,Baumgartner et al. (2014),,
1965.175,31938.0,32434.6,533.9,5.9,Baumgartner et al. (2014),,
1966.325,31975.1,32486.8,526.4,5.9,Baumgartner et al. (2014),,
1967.375,32011.0,32557.2,550.9,5.9,Baumgartner et al. (2014),,
1968.475,32050.6,32632.2,536.3,5.9,Baumgartner et al. (2014),,
1969.575,32090.8,32709.7,528.7,5.9,Baumgartner et al. (2014),,
1970.675,32133.2,32788.4,527.3,5.9,Baumgartner et al. (2014),,
1970.725,32135.0,32792.0,543.4,5.9,Baumgartner et al. (2014),,
1971.775,32179.9,32863.8,525.1,5.9,Baumgartner et al. (2014),,
1972.875,32234.9,32941.9,503.6,5.9,Baumgartner et al. (2014),,
1973.975,32309.8,33019.9,475.7,5.9,Baumgartner et al. (2014),,
1975.075,32422.7,33100.8,444.5,5.9,Baumgartner et al. (2014),,
1976.175,32545.3,33179.0,447.6,5.9,Baumgartner et al. (2014),,
1977.275,32663.4,33254.4,448.5,5.9,Baumgartner et al. (2014),,
1978.375,32771.7,33318.1,458.9,5.9,Baumgartner et al. (2014),,
1979.475,32861.6,33366.7,467.8,5.9,Baumgartner et al. (2014),,
1979.525,32865.8,33368.7,467.4,5.9,Baumgartner et al. (2014),,
1979.575,32870.0,33370.6,475.3,5.9,Baumgartner et al. (2014),,
1979.625,32874.2,33372.5,453.8,5.9,Baumgartner et al. (2014),,
1979.675,32878.4,33374.4,460.3,5.9,Baumgartner et al. (2014),,
1980.025,32906.7,33387.8,461.6,5.9,Baumgartner et al. (2014),,
1981.675,33024.6,33449.4,459.8,5.9,Baumgartner et al. (2014),,
1982.775,33095.3,33488.7,498.6,5.9,Baumgartner et al. (2014),,
1983.875,33158.5,33528.9,501.1,5.9,Baumgartner et al. (2014),,
1984.975,33210.4,33570.5,513.3,5.9,Baumgartner et al. (2014),,
1986.075,33252.0,33610.4,519.0,5.9,Baumgartner et al. (2014),,
1987.175,33289.8,33649.5,537.5,5.9,Baumgartner et al. (2014),,
1987.225,33291.5,33651.7,529.9,5.9,Baumgartner et al. (2014),,
1988.275,33326.4,33700.5,535.0,5.9,Baumgartner et al. (2014),,
1989.375,33362.1,33765.4,539.1,5.9,Baumgartner et al. (2014),,
1990.475,33396.2,33833.4,533.6,5.9,Baumgartner et al. (2014),,
1991.575,33435.3,33904.4,512.3,5.9,Baumgartner et al. (2014),,
1992.675,33474.2,33978.1,531.2,5.9,Baumgartner et al. (2014),,
1993.775,33520.0,34054.4,538.7,5.9,Baumgartner et al. (2014),,
1993.825,33521.6,34057.9,545.3,5.9,Baumgartner et al. (2014),,
1994.875,33573.7,34131.8,519.5,5.9,Baumgartner et al. (2014),,
1995.975,33642.3,34207.0,462.8,5.9,Baumgartner et al. (2014),,
1997.075,33721.5,34280.8,440.9,5.9,Baumgartner et al. (2014),,
1998.175,33806.3,34354.0,444.7,5.9,Baumgartner et al. (2014),,
1999.275,33893.0,34424.8,444.7,5.9,Baumgartner et al. (2014),,
2000.375,33979.2,34503.4,450.4,5.9,Baumgartner et al. (2014),,
2001.475,34070.8,34580.7,467.6,5.9,Baumgartner et al. (2014),,
2002.575,34159.9,34649.9,472.5,5.9,Baumgartner et al. (2014),,
2003.675,34251.3,34706.3,461.9,5.9,Baumgartner et al. (2014),,
2003.725,34255.4,34708.7,461.7,5.9,Baumgartner et al. (2014),,
2003.775,34259.5,34711.0,462.6,5.9,Baumgartner et al. (2014),,
2003.825,34263.7,34713.4,466.4,5.9,Baumgartner et al. (2014),,
2003.875,34267.8,34715.8,457.4,5.9,Baumgartner et al. (2014),,
2004.825,34343.5,34753.6,475.0,5.9,Baumgartner et al. (2014),,
2006.975,34497.7,34839.7,476.8,5.9,Baumgartner et al. (2014),,
2007.025,34501.2,34841.8,480.7,5.9,Baumgartner et al. (2014),,
2009.175,34615.8,34932.0,525.1,5.9,Baumgartner et al. (2014),,
2010.275,34674.9,34979.1,587.7,5.9,Baumgartner et al. (2014),,
2010.325,34678.0,34981.1,582.8,5.9,Baumgartner et al. (2014),,
2011.375,34735.4,35022.2,565.7,5.9,Baumgartner et al. (2014),,
2012.475,34790.8,35065.1,562.6,5.9,Baumgartner et al. (2014),,
2014.675,34890.5,35146.8,574.1,5.9,Baumgartner et al. (2014),,
2015.775,34935.3,35186.5,553.5,5.9,Baumgartner et al. (2014),,
2015.825,34937.0,35188.3,569.3,5.9,Baumgartner et al. (2014),,
2016.875,34976.9,35225.8,586.3,5.9,Baumgartner et al. (2014),,
2017.975,35015.5,35265.3,590.9,5.9,Baumgartner et al. (2014),,
2019.075,35053.6,35305.1,591.6,5.9,Baumgartner et al. (2014),,
2020.175,35089.6,35345.1,589.4,5.9,Baumgartner et al. (2014),,
2020.225,35091.3,35346.9,576.3,5.9,Baumgartner et al. (2014),,
2021.725,35139.5,35398.8,592.4,5.9,Baumgartner et al. (2014),,
2022.375,35160.2,35422.7,561.9,5.9,Baumgartner et al. (2014),,
2023.475,35194.3,35470.7,569.4,5.9,Baumgartner et al. (2014),,
2024.575,35226.7,35533.8,578.0,5.9,Baumgartner et al. (2014),,
2025.675,35261.6,35607.3,587.1,5.9,Baumgartner et al. (2014),,
2026.775,35298.4,35681.8,603.9,5.9,Baumgartner et al. (2014),,
2026.825,35300.4,35685.1,560.4,5.9,Baumgartner et al. (2014),,
2027.875,35338.7,35759.2,578.4,5.9,Baumgartner et al. (2014),,
2028.975,35387.3,35838.0,551.6,5.9,Baumgartner et al. (2014),,
2030.375,35471.6,35937.3,461.3,5.9,Baumgartner et al. (2014),,
2030.425,35474.6,35940.8,463.8,5.9,Baumgartner et al. (2014),,
2030.475,35477.9,35944.3,452.6,5.9,Baumgartner et al. (2014),,
2030.525,35481.4,35947.9,457.5,5.9,Baumgartner et al. (2014),,
2030.575,35484.9,35951.4,454.8,5.9,Baumgartner et al. (2014),,
2031.175,35525.1,35993.8,435.5,5.9,Baumgartner et al. (2014),,
2031.225,35528.6,35997.3,428.9,5.9,Baumgartner et al. (2014),,
2032.275,35599.1,36071.7,453.1,5.9,Baumgartner et al. (2014),,
2033.375,35677.5,36150.9,481.0,5.9,Baumgartner et al. (2014),,
2034.475,35772.2,36225.9,458.8,5.9,Baumgartner et al. (2014),,
2034.525,35777.4,36229.2,451.6,5.9,Baumgartner et al. (2014),,
2036.675,35956.9,36369.8,449.4,5.9,Baumgartner et al. (2014),,
2038.875,36124.5,36495.0,469.1,5.9,Baumgartner et al. (2014),,
2039.975,36203.8,36560.6,468.0,5.9,Baumgartner et al. (2014),,
2041.075,36286.6,36618.2,492.3,5.9,Baumgartner et al. (2014),,
2042.175,36365.8,36670.3,473.9,5.9,Baumgartner et al. (2014),,
2043.275,36442.0,36721.9,499.2,5.9,Baumgartner et al. (2014),,
2044.375,36515.1,36769.8,503.2,5.9,Baumgartner et al. (2014),,
2045.475,36588.1,36815.9,546.4,5.9,Baumgartner et al. (2014),,
2046.575,36652.7,36866.5,540.0,5.9,Baumgartner et al. (2014),,
2047.675,36711.2,36919.4,557.0,5.9,Baumgartner et al. (2014),,
2048.775,36773.4,36969.1,544.2,5.9,Baumgartner et al. (2014),,
2049.875,36836.8,37018.3,567.4,5.9,Baumgartner et al. (2014),,
2050.975,36901.6,37068.9,532.3,5.9,Baumgartner et al. (2014),,
2052.075,36967.4,37115.3,549.6,5.9,Baumgartner et al. (2014),,
2053.175,37032.4,37155.7,558.0,5.9,Baumgartner et al. (2014),,
2053.225,37035.4,37157.6,580.6,5.9,Baumgartner et al. (2014),,
2054.275,37094.2,37196.7,564.9,5.9,Baumgartner et al. (2014),,
2055.375,37152.4,37236.8,593.8,5.9,Baumgartner et al. (2014),,
2056.975,37231.0,37294.7,604.1,5.9,Baumgartner et al. (2014),,
2057.575,37258.9,37317.2,606.3,5.9,Baumgartner et al. (2014),,
2058.675,37309.9,37358.4,600.8,5.9,Baumgartner et al. (2014),,
2059.775,37360.5,37397.0,614.7,5.9,Baumgartner et al. (2014),,
2060.875,37411.2,37434.8,610.5,5.9,Baumgartner et al. (2014),,
2062.525,37484.3,37489.9,598.7,5.9,Baumgartner et al. (2014),,
2065.275,37594.7,37580.2,607.3,5.9,Baumgartner et al. (2014),,
2066.375,37638.9,37616.1,596.3,5.9,Baumgartner et al. (2014),,
2067.975,37699.8,37665.9,587.9,5.9,Baumgartner et al. (2014),,
2070.175,37784.4,37737.8,603.8,5.9,Baumgartner et al. (2014),,
2071.875,37853.1,37788.1,603.6,5.9,Baumgartner et al. (2014),,
2072.975,37893.3,37819.5,604.1,5.9,Baumgartner et al. (2014),,
2073.025,37895.4,37820.9,620.8,5.9,Baumgartner et al. (2014),,
2073.075,37897.0,37822.3,605.6,5.9,Baumgartner et al. (2014),,
2073.125,37899.0,37823.7,609.3,5.9,Baumgartner et al. (2014),,
2073.175,37900.6,37825.1,603.6,5.9,Baumgartner et al. (2014),,
2074.125,37934.5,37851.7,609.6,5.9,Baumgartner et al. (2014),,
2076.275,38008.7,37910.0,598.4,5.9,Baumgartner et al. (2014),,
2077.375,38043.6,37939.1,631.7,5.9,Baumgartner et al. (2014),,
2078.475,38076.7,37968.2,622.7,5.9,Baumgartner et al. (2014),,
2080.675,38140.4,38026.1,604.1,5.9,Baumgartner et al. (2014),,
2084.025,38240.2,38114.7,625.7,5.9,Baumgartner et al. (2014),,
2085.075,38273.8,38146.6,615.2,5.9,Flückiger et al. (2004),,
2085.145,38276.0,38149.2,622.8,5.9,Baumgartner et al. (2014),,
2086.175,38315.0,38191.5,607.8,5.9,Flückiger et al. (2004),,
2086.725,38339.0,38221.7,584.8,5.9,Baumgartner et al. (2014),,
2087.975,38400.8,38289.8,538.5,5.9,Flückiger et al. (2004),,
2088.375,38424.4,38313.3,507.5,5.9,Flückiger et al. (2004),,
2088.925,38457.6,38345.8,496.8,5.9,Baumgartner et al. (2014),,
2089.525,38492.7,38382.5,496.5,5.9,Flückiger et al. (2004),,
2090.025,38524.2,38413.4,496.5,5.9,Flückiger et al. (2004),,
2091.125,38592.3,38483.8,504.5,5.9,Baumgartner et al. (2014),,
2091.675,38627.6,38517.6,496.2,5.9,Flückiger et al. (2004),,
2092.225,38666.0,38552.5,483.0,5.9,Baumgartner et al. (2014),,
2092.825,38706.4,38592.1,490.2,5.9,Flückiger et al. (2004),,
2093.925,38784.4,38663.1,499.5,5.9,Flückiger et al. (2004),,
2094.975,38860.6,38728.4,481.2,5.9,Flückiger et al. (2004),,
2096.125,38941.7,38802.7,462.2,5.9,Flückiger et al. (2004),,
2097.175,39016.3,38871.3,466.8,5.9,Flückiger et al. (2004),,
2097.225,39019.6,38874.3,464.8,5.9,Baumgartner et al. (2014),,
2098.275,39094.4,38937.8,465.5,5.9,Flückiger et al. (2004),,
2099.375,39181.1,39008.2,463.8,5.9,Flückiger et al. (2004),,
2099.425,39185.9,39011.7,464.8,5.9,Flückiger et al. (2004),,
2099.475,39190.8,39015.2,461.6,5.9,Baumgartner et al. (2014),,
2100.475,39280.5,39084.8,476.2,5.9,Flückiger et al. (2004),,
2101.575,39375.1,39160.3,478.5,5.9,Flückiger et al. (2004),,
2102.675,39464.9,39237.7,465.5,5.9,Flückiger et al. (2004),,
2103.775,39554.7,39316.1,484.2,5.9,Flückiger et al. (2004),,
2104.275,39595.7,39351.9,481.0,5.9,Baumgartner et al. (2014),,
2104.925,39647.2,39398.8,459.5,5.9,Flückiger et al. (2004),,
2105.975,39733.8,39477.0,451.5,5.9,Flückiger et al. (2004),,
2106.025,39737.5,39480.8,448.4,5.9,Baumgartner et al. (2014),,
2107.075,39819.1,39560.8,457.5,5.9,Flückiger et al. (2004),,
2107.125,39823.2,39564.7,431.4,5.9,Baumgartner et al. (2014),,
2108.175,39903.1,39647.6,457.2,5.9,Flückiger et al. (2004),,
2108.250,39909.1,39653.6,456.1,5.9,Baumgartner et al. (2014),,
2109.275,39981.2,39735.7,453.5,5.9,Flückiger et al. (2004),,
2109.325,39984.0,39739.8,454.0,5.9,Baumgartner et al. (2014),,
2110.375,40053.4,39820.2,454.8,5.9,Flückiger et al. (2004),,
2110.425,40056.7,39823.6,446.1,5.9,Baumgartner et al. (2014),,
2111.475,40116.4,39893.1,458.2,5.9,Flückiger et al. (2004),,
2112.575,40171.2,39957.1,443.5,5.9,Flückiger et al. (2004),,
2113.675,40220.9,40013.3,457.8,5.9,Flückiger et al. (2004),,
2114.175,40243.0,40037.8,489.5,5.9,Flückiger et al. (2004),,
2114.775,40271.0,40066.1,495.8,5.9,Flückiger et al. (2004),,
2115.275,40295.9,40091.4,501.5,5.9,Flückiger et al. (2004),,
2115.875,40329.1,40123.6,507.8,5.9,Flückiger et al. (2004),,
2116.375,40359.8,40153.2,477.5,5.9,Flückiger et al. (2004),,
2116.975,40401.1,40189.9,461.5,5.9,Flückiger et al. (2004),,
2117.475,40435.8,40220.5,449.2,5.9,Flückiger et al. (2004),,
2119.175,40560.9,40321.1,429.8,5.9,Flückiger et al. (2004),,
2120.275,40647.3,40390.3,433.2,5.9,Flückiger et al. (2004),,
2121.375,40738.4,40459.4,439.2,5.9,Flückiger et al. (2004),,
2121.425,40742.4,40462.4,441.8,5.9,Baumgartner et al. (2014),,
2122.475,40839.7,40525.6,444.8,5.9,Flückiger et al. (2004),,
2123.575,40945.0,40592.4,451.2,5.9,Flückiger et al. (2004),,
2123.625,40949.7,40595.5,445.9,5.9,Baumgartner et al. (2014),,
2124.675,41052.5,40660.4,458.2,5.9,Flückiger et al. (2004),,
2125.175,41095.3,40691.1,476.2,5.9,Flückiger et al. (2004),,
2125.775,41137.4,40727.3,492.2,5.9,Flückiger et al. (2004),,
