NGRIP CH4 DATA:,,,,,,,
Column 1: NGRIP depth (m),,,,,,,
"Column 2: Gas age, ss09sea06bm scale",,,,,,,
"Column 3: Gas age, AICC 2012 scale (Veres et al., 2013, Clim. Past 9)",,,,,,,
Column 4: CH4 concentration (ppb),,,,,,,
Column 5: 1-sigma uncertainty CH4 concentration (ppb),,,,,,,
Column 6: Published in,,,,,,,
,,,,,,,
1,2,3,4,5,6,,
depth,age ss09sea06bm,age AICC 2012,ch4,error,published in,,
(m),(years BP),(years BP),(ppb),(ppb),,,
2125.825,41141.2,40730.3,482.0,5.9,Baumgartner et al. (2014),,
2126.875,41204.8,40791.3,503.2,5.9,Flückiger et al. (2004),,
2127.375,41232.3,40818.2,522.2,5.9,Flückiger et al. (2004),,
2127.975,41262.8,40849.7,527.5,5.9,Flückiger et al. (2004),,
2129.075,41312.4,40906.0,539.2,5.9,Flückiger et al. (2004),,
2131.275,41400.5,41008.8,530.2,5.9,Flückiger et al. (2004),,
2132.375,41441.8,41060.8,523.2,5.9,Flückiger et al. (2004),,
2132.425,41443.3,41063.2,507.1,5.9,Baumgartner et al. (2014),,
2133.475,41480.7,41111.5,522.5,5.9,Flückiger et al. (2004),,
2133.525,41482.5,41113.8,521.4,5.9,Baumgartner et al. (2014),,
2134.575,41519.6,41161.9,517.2,5.9,Flückiger et al. (2004),,
2134.625,41521.2,41164.2,518.8,5.9,Baumgartner et al. (2014),,
2135.675,41555.5,41212.6,525.5,5.9,Flückiger et al. (2004),,
2135.745,41557.6,41215.8,537.7,5.9,Baumgartner et al. (2014),,
2136.775,41591.5,41263.5,523.8,5.9,Flückiger et al. (2004),,
2137.275,41608.6,41286.9,510.5,5.9,Flückiger et al. (2004),,
2138.975,41671.0,41363.3,518.8,5.9,Flückiger et al. (2004),,
2140.075,41720.6,41417.5,520.5,5.9,Flückiger et al. (2004),,
2140.575,41748.9,41453.5,498.5,5.9,Flückiger et al. (2004),,
2141.175,41786.0,41498.3,450.2,5.9,Flückiger et al. (2004),,
2142.275,41875.3,41589.1,432.8,5.9,Flückiger et al. (2004),,
2142.770,41917.5,41631.6,440.0,5.9,Baumgartner et al. (2014),,
2143.375,41970.2,41683.6,444.5,5.9,Flückiger et al. (2004),,
2143.425,41974.1,41687.9,424.7,5.9,Baumgartner et al. (2014),,
2144.505,42071.2,41779.7,431.2,5.9,Flückiger et al. (2004),,
2146.125,42221.6,41915.4,436.5,5.9,Flückiger et al. (2004),,
2146.175,42226.2,41919.4,432.7,5.9,Baumgartner et al. (2014),,
2146.675,42272.3,41959.6,446.8,5.9,Flückiger et al. (2004),,
2147.775,42372.2,42044.8,441.5,5.9,Flückiger et al. (2004),,
2148.875,42464.5,42129.0,445.8,5.9,Flückiger et al. (2004),,
2148.925,42468.7,42132.9,460.4,5.9,Baumgartner et al. (2014),,
2149.375,42503.5,42164.9,467.5,5.9,Flückiger et al. (2004),,
2149.975,42548.7,42206.9,484.2,5.9,Flückiger et al. (2004),,
2151.075,42624.3,42271.7,481.8,5.9,Flückiger et al. (2004),,
2151.575,42657.0,42299.9,492.8,5.9,Flückiger et al. (2004),,
2152.175,42694.9,42333.6,496.5,5.9,Flückiger et al. (2004),,
2153.275,42767.1,42394.1,483.2,5.9,Flückiger et al. (2004),,
2154.375,42842.3,42452.6,486.5,5.9,Flückiger et al. (2004),,
2155.460,42911.5,42510.5,495.2,5.9,Flückiger et al. (2004),,
2156.575,42974.1,42569.5,503.5,5.9,Flückiger et al. (2004),,
2157.075,43001.6,42595.9,518.5,5.9,Flückiger et al. (2004),,
2157.675,43033.8,42628.8,543.5,5.9,Flückiger et al. (2004),,
2158.775,43091.5,42688.8,565.8,5.9,Flückiger et al. (2004),,
2158.865,43096.2,42693.7,551.3,5.9,Baumgartner et al. (2014),,
2159.875,43143.0,42748.3,534.5,5.9,Flückiger et al. (2004),,
2160.975,43190.0,42800.2,543.8,5.9,Flückiger et al. (2004),,
2161.025,43192.3,42802.5,534.5,5.9,Flückiger et al. (2004),,
2162.075,43232.8,42847.0,549.2,5.9,Flückiger et al. (2004),,
2163.175,43273.7,42896.7,535.5,5.9,Flückiger et al. (2004),,
2164.275,43311.9,42948.2,534.8,5.9,Flückiger et al. (2004),,
2164.325,43314.0,42950.5,540.1,5.9,Baumgartner et al. (2014),,
2165.375,43349.8,42999.6,516.2,5.9,Flückiger et al. (2004),,
2166.475,43387.7,43050.3,550.5,5.9,Flückiger et al. (2004),,
2167.575,43425.9,43099.8,538.8,5.9,Flückiger et al. (2004),,
2168.675,43467.9,43149.2,534.5,5.9,Flückiger et al. (2004),,
2168.725,43469.7,43151.5,538.5,5.9,Flückiger et al. (2004),,
2168.775,43471.7,43153.8,517.4,5.9,Baumgartner et al. (2014),,
2169.775,43510.7,43200.0,534.5,5.9,Flückiger et al. (2004),,
2170.875,43555.3,43251.2,523.5,5.9,Flückiger et al. (2004),,
2170.965,43558.6,43255.4,529.3,5.9,Baumgartner et al. (2014),,
2171.975,43603.1,43314.7,522.8,5.9,Flückiger et al. (2004),,
2172.025,43604.8,43318.2,524.3,5.9,Baumgartner et al. (2014),,
2172.525,43628.8,43357.8,528.8,5.9,Flückiger et al. (2004),,
2173.025,43654.0,43397.6,489.2,5.9,Flückiger et al. (2004),,
2174.175,43730.5,43494.0,438.5,5.9,Flückiger et al. (2004),,
2174.595,43766.1,43531.3,446.7,5.9,Baumgartner et al. (2014),,
2175.275,43833.1,43591.1,437.8,5.9,Flückiger et al. (2004),,
2175.325,43837.9,43595.5,444.3,5.9,Baumgartner et al. (2014),,
2176.375,43946.9,43686.0,455.5,5.9,Flückiger et al. (2004),,
2177.475,44053.4,43778.4,447.8,5.9,Flückiger et al. (2004),,
2178.575,44148.2,43869.2,441.8,5.9,Flückiger et al. (2004),,
2178.625,44152.9,43873.3,440.4,5.9,Baumgartner et al. (2014),,
2179.675,44250.5,43959.4,440.8,5.9,Flückiger et al. (2004),,
2179.725,44254.9,43963.5,436.6,5.9,Baumgartner et al. (2014),,
2180.775,44358.4,44051.6,454.8,5.9,Flückiger et al. (2004),,
2180.825,44363.1,44055.8,438.3,5.9,Baumgartner et al. (2014),,
2181.875,44464.6,44141.7,428.2,5.9,Flückiger et al. (2004),,
2182.975,44576.5,44224.5,448.5,5.9,Flückiger et al. (2004),,
2183.025,44581.4,44228.2,448.1,5.9,Baumgartner et al. (2014),,
2184.075,44679.7,44303.0,449.8,5.9,Flückiger et al. (2004),,
2185.335,44777.5,44378.5,478.2,5.9,Flückiger et al. (2004),,
2185.675,44800.2,44397.3,494.8,5.9,Flückiger et al. (2004),,
2186.275,44838.5,44430.5,509.8,5.9,Flückiger et al. (2004),,
2186.775,44868.5,44458.2,513.8,5.9,Flückiger et al. (2004),,
2187.375,44906.1,44494.1,520.5,5.9,Flückiger et al. (2004),,
2188.475,44982.1,44566.4,494.8,5.9,Flückiger et al. (2004),,
2189.575,45068.3,44640.0,479.5,5.9,Flückiger et al. (2004),,
2190.075,45107.4,44671.9,484.2,5.9,Flückiger et al. (2004),,
2190.755,45159.3,44715.6,489.8,5.9,Flückiger et al. (2004),,
2191.775,45238.4,44779.3,496.2,5.9,Flückiger et al. (2004),,
2192.875,45329.8,44849.9,509.5,5.9,Flückiger et al. (2004),,
2193.975,45415.6,44919.4,495.5,5.9,Flückiger et al. (2004),,
2195.075,45498.2,44986.7,505.2,5.9,Flückiger et al. (2004),,
2196.175,45578.5,45052.4,492.2,5.9,Flückiger et al. (2004),,
2197.275,45659.3,45119.8,500.5,5.9,Flückiger et al. (2004),,
2198.375,45738.4,45188.8,493.8,5.9,Flückiger et al. (2004),,
2198.455,45744.3,45193.7,499.7,5.9,Baumgartner et al. (2014),,
2199.475,45815.3,45254.6,495.8,5.9,Flückiger et al. (2004),,
2199.525,45818.7,45257.4,505.0,5.9,Baumgartner et al. (2014),,
2200.575,45885.5,45317.4,515.8,5.9,Flückiger et al. (2004),,
2201.675,45950.7,45377.6,497.8,5.9,Flückiger et al. (2004),,
2202.775,46012.8,45432.9,528.2,5.9,Flückiger et al. (2004),,
2204.975,46131.5,45538.1,535.2,5.9,Flückiger et al. (2004),,
2206.125,46191.6,45592.5,511.5,5.9,Flückiger et al. (2004),,
2207.175,46245.8,45642.3,517.8,5.9,Flückiger et al. (2004),,
2207.225,46248.6,45644.6,527.5,5.9,Baumgartner et al. (2014),,
2208.275,46302.6,45693.3,519.5,5.9,Flückiger et al. (2004),,
2208.325,46305.1,45695.6,525.1,5.9,Baumgartner et al. (2014),,
2209.375,46357.9,45742.1,537.8,5.9,Flückiger et al. (2004),,
2210.475,46411.5,45789.8,534.8,5.9,Flückiger et al. (2004),,
2210.565,46415.6,45793.7,539.2,5.9,Baumgartner et al. (2014),,
2211.575,46463.2,45838.4,540.2,5.9,Flückiger et al. (2004),,
2212.675,46511.3,45888.2,539.8,5.9,Flückiger et al. (2004),,
2212.750,46514.3,45891.7,553.5,5.9,Baumgartner et al. (2014),,
2213.775,46558.0,45939.2,553.2,5.9,Flückiger et al. (2004),,
2214.875,46606.4,45988.4,545.5,5.9,Flückiger et al. (2004),,
2215.975,46653.8,46034.5,534.8,5.9,Flückiger et al. (2004),,
2217.075,46700.4,46079.2,548.5,5.9,Flückiger et al. (2004),,
2218.175,46746.0,46123.5,538.8,5.9,Flückiger et al. (2004),,
2218.225,46748.1,46125.6,544.5,5.9,Baumgartner et al. (2014),,
2219.275,46793.8,46170.8,547.8,5.9,Flückiger et al. (2004),,
2220.375,46840.2,46218.4,532.2,5.9,Flückiger et al. (2004),,
2221.475,46886.0,46263.6,536.2,5.9,Flückiger et al. (2004),,
2222.575,46932.1,46307.2,553.2,5.9,Flückiger et al. (2004),,
2223.675,46979.0,46348.9,552.2,5.9,Flückiger et al. (2004),,
2224.775,47020.3,46390.7,561.2,5.9,Flückiger et al. (2004),,
2225.975,47063.6,46436.6,569.5,5.9,Flückiger et al. (2004),,
2226.975,47097.5,46475.6,553.5,5.9,Flückiger et al. (2004),,
2228.675,47151.8,46537.6,573.5,5.9,Flückiger et al. (2004),,
2229.240,47169.3,46557.6,565.8,5.9,Flückiger et al. (2004),,
2231.375,47234.2,46630.8,569.5,5.9,Flückiger et al. (2004),,
2231.450,47236.2,46633.4,584.7,5.9,Baumgartner et al. (2014),,
2232.475,47268.7,46669.5,570.2,5.9,Flückiger et al. (2004),,
2232.550,47271.1,46672.2,578.4,5.9,Baumgartner et al. (2014),,
2233.575,47307.7,46709.1,574.5,5.9,Flückiger et al. (2004),,
2234.675,47355.1,46749.8,571.8,5.9,Flückiger et al. (2004),,
2235.175,47381.6,46769.9,572.5,5.9,Flückiger et al. (2004),,
2236.325,47455.7,46828.8,528.2,5.9,Flückiger et al. (2004),,
2236.375,47459.5,46832.2,506.7,5.9,Baumgartner et al. (2014),,
2236.875,47496.5,46865.6,487.5,5.9,Flückiger et al. (2004),,
2237.975,47582.9,46950.7,498.8,5.9,Flückiger et al. (2004),,
2239.075,47667.9,47041.4,482.8,5.9,Flückiger et al. (2004),,
2240.175,47753.2,47133.4,492.8,5.9,Flückiger et al. (2004),,
2241.275,47835.8,47226.9,500.8,5.9,Flückiger et al. (2004),,
2242.375,47918.5,47319.6,471.8,5.9,Flückiger et al. (2004),,
2243.475,48008.8,47416.8,468.8,5.9,Flückiger et al. (2004),,
2243.525,48012.9,47421.2,467.5,5.9,Baumgartner et al. (2014),,
2244.575,48098.4,47515.5,468.2,5.9,Flückiger et al. (2004),,
2244.665,48105.6,47523.6,470.2,5.9,Baumgartner et al. (2014),,
2245.675,48184.4,47614.4,466.8,5.9,Flückiger et al. (2004),,
2246.775,48278.2,47713.7,471.8,5.9,Flückiger et al. (2004),,
2247.275,48323.8,47757.9,471.4,5.9,Baumgartner et al. (2014),,
2247.875,48375.8,47810.1,478.5,5.9,Flückiger et al. (2004),,
2249.475,48516.0,47955.6,483.5,5.9,Flückiger et al. (2004),,
2249.525,48520.8,47960.3,479.6,5.9,Baumgartner et al. (2014),,
2250.625,48625.0,48062.2,475.8,5.9,Baumgartner et al. (2014),,
2251.725,48737.4,48162.6,442.3,5.9,Baumgartner et al. (2014),,
2252.825,48846.8,48258.2,438.6,5.9,Baumgartner et al. (2014),,
2253.925,48937.6,48350.3,435.3,5.9,Baumgartner et al. (2014),,
2255.025,49013.9,48436.0,454.2,5.9,Baumgartner et al. (2014),,
2256.125,49080.1,48512.3,453.0,5.9,Baumgartner et al. (2014),,
2256.175,49083.6,48515.6,454.4,5.9,Baumgartner et al. (2014),,
2257.225,49152.2,48585.2,467.3,5.9,Baumgartner et al. (2014),,
2258.325,49224.5,48660.7,483.6,5.9,Baumgartner et al. (2014),,
2259.425,49288.0,48729.8,479.0,5.9,Baumgartner et al. (2014),,
2260.525,49346.0,48796.9,487.8,5.9,Baumgartner et al. (2014),,
2260.575,49348.7,48799.9,485.1,5.9,Baumgartner et al. (2014),,
2260.625,49351.0,48803.0,485.5,5.9,Baumgartner et al. (2014),,
2260.675,49353.4,48806.0,482.9,5.9,Baumgartner et al. (2014),,
2260.725,49355.9,48809.0,487.3,5.9,Baumgartner et al. (2014),,
2261.625,49398.9,48859.9,498.7,5.9,Baumgartner et al. (2014),,
2262.725,49449.4,48917.7,514.3,5.9,Baumgartner et al. (2014),,
2263.825,49500.6,48975.4,513.2,5.9,Baumgartner et al. (2014),,
2264.925,49556.1,49037.3,485.8,5.9,Baumgartner et al. (2014),,
2267.125,49675.1,49164.5,486.2,5.9,Baumgartner et al. (2014),,
2268.225,49730.0,49226.9,511.9,5.9,Baumgartner et al. (2014),,
2269.325,49792.5,49301.1,512.3,5.9,Baumgartner et al. (2014),,
2270.425,49873.4,49386.5,458.3,5.9,Baumgartner et al. (2014),,
2271.525,49965.7,49472.3,462.9,5.9,Baumgartner et al. (2014),,
2272.625,50050.3,49555.9,460.2,5.9,Baumgartner et al. (2014),,
2273.725,50127.2,49633.9,467.6,5.9,Baumgartner et al. (2014),,
2274.825,50198.5,49705.1,484.5,5.9,Baumgartner et al. (2014),,
2275.925,50266.1,49775.2,486.8,5.9,Baumgartner et al. (2014),,
2277.025,50337.1,49845.7,502.1,5.9,Baumgartner et al. (2014),,
2278.125,50408.9,49918.7,512.7,5.9,Baumgartner et al. (2014),,
2279.225,50483.3,49992.2,488.9,5.9,Baumgartner et al. (2014),,
2280.325,50554.8,50063.5,490.4,5.9,Baumgartner et al. (2014),,
2281.425,50625.8,50132.9,507.7,5.9,Baumgartner et al. (2014),,
2282.525,50699.0,50202.6,518.0,5.9,Baumgartner et al. (2014),,
2283.625,50772.9,50272.9,504.3,5.9,Baumgartner et al. (2014),,
2284.725,50846.2,50342.8,511.4,5.9,Baumgartner et al. (2014),,
2286.125,50940.6,50429.5,502.8,5.9,Baumgartner et al. (2014),,
2286.175,50943.8,50432.5,509.6,5.9,Baumgartner et al. (2014),,
2286.225,50946.9,50435.6,501.6,5.9,Baumgartner et al. (2014),,
2286.275,50950.1,50438.6,512.4,5.9,Baumgartner et al. (2014),,
2286.325,50953.2,50441.7,514.2,5.9,Baumgartner et al. (2014),,
2286.925,50992.0,50478.1,503.2,5.9,Baumgartner et al. (2014),,
2288.025,51062.7,50543.7,511.0,5.9,Baumgartner et al. (2014),,
2289.125,51134.1,50610.9,509.2,5.9,Baumgartner et al. (2014),,
2290.225,51205.3,50675.8,506.2,5.9,Baumgartner et al. (2014),,
2291.350,51279.4,50744.3,530.0,5.9,Baumgartner et al. (2014),,
2292.425,51352.5,50811.5,509.0,5.9,Baumgartner et al. (2014),,
2293.525,51431.3,50879.0,507.9,5.9,Baumgartner et al. (2014),,
2294.625,51512.9,50945.6,527.7,5.9,Baumgartner et al. (2014),,
2295.725,51592.1,51011.2,521.3,5.9,Baumgartner et al. (2014),,
2296.825,51671.3,51077.6,519.1,5.9,Baumgartner et al. (2014),,
2297.925,51753.0,51141.1,531.8,5.9,Baumgartner et al. (2014),,
2299.025,51839.4,51207.7,531.3,5.9,Baumgartner et al. (2014),,
2300.175,51928.5,51274.1,537.8,5.9,Baumgartner et al. (2014),,
2301.225,52006.3,51334.6,545.6,5.9,Baumgartner et al. (2014),,
2302.325,52086.8,51400.6,528.8,5.9,Baumgartner et al. (2014),,
2302.375,52090.7,51403.7,534.3,5.9,Baumgartner et al. (2014),,
2303.925,52214.4,51499.0,550.4,5.9,Baumgartner et al. (2014),,
2304.525,52261.1,51534.9,556.4,5.9,Baumgartner et al. (2014),,
2305.625,52336.0,51602.1,545.8,5.9,Baumgartner et al. (2014),,
2306.725,52403.8,51665.1,525.9,5.9,Baumgartner et al. (2014),,
2306.775,52406.5,51667.8,526.8,5.9,Baumgartner et al. (2014),,
2307.825,52470.9,51723.1,554.8,5.9,Baumgartner et al. (2014),,
2308.925,52540.7,51782.8,569.6,5.9,Baumgartner et al. (2014),,
2310.525,52635.4,51867.7,571.8,5.9,Baumgartner et al. (2014),,
2311.125,52669.2,51900.2,568.5,5.9,Baumgartner et al. (2014),,
2312.225,52731.6,51960.4,566.4,5.9,Baumgartner et al. (2014),,
2314.425,52851.9,52086.3,566.3,5.9,Baumgartner et al. (2014),,
2315.525,52908.2,52147.0,586.4,5.9,Baumgartner et al. (2014),,
2315.575,52911.1,52149.8,561.5,5.9,Baumgartner et al. (2014),,
2316.625,52967.0,52208.0,553.6,5.9,Baumgartner et al. (2014),,
2316.675,52968.8,52210.8,551.5,5.9,Baumgartner et al. (2014),,
2317.725,53026.6,52266.7,584.5,5.9,Baumgartner et al. (2014),,
2318.825,53086.1,52324.4,574.7,5.9,Baumgartner et al. (2014),,
2319.925,53142.8,52383.0,566.5,5.9,Baumgartner et al. (2014),,
2321.475,53220.9,52461.5,556.8,5.9,Baumgartner et al. (2014),,
2321.525,53223.6,52463.9,582.0,5.9,Baumgartner et al. (2014),,
2322.125,53254.8,52493.8,569.2,5.9,Baumgartner et al. (2014),,
2323.225,53312.9,52551.5,572.9,5.9,Baumgartner et al. (2014),,
2324.325,53373.3,52608.1,572.7,5.9,Baumgartner et al. (2014),,
2324.375,53375.9,52610.5,560.2,5.9,Baumgartner et al. (2014),,
2325.425,53430.2,52661.6,567.5,5.9,Baumgartner et al. (2014),,
2326.525,53486.0,52715.9,577.1,5.9,Baumgartner et al. (2014),,
2327.625,53540.6,52769.5,578.3,5.9,Baumgartner et al. (2014),,
2328.725,53594.5,52824.0,568.1,5.9,Baumgartner et al. (2014),,
2329.825,53648.3,52878.2,587.8,5.9,Baumgartner et al. (2014),,
2330.925,53701.2,52933.0,583.6,5.9,Baumgartner et al. (2014),,
2332.025,53753.3,52990.5,586.4,5.9,Baumgartner et al. (2014),,
2333.125,53805.8,53045.7,599.9,5.9,Baumgartner et al. (2014),,
2333.175,53808.4,53048.2,579.0,5.9,Baumgartner et al. (2014),,
2334.225,53859.9,53101.3,577.5,5.9,Baumgartner et al. (2014),,
2335.325,53914.7,53157.3,576.7,5.9,Baumgartner et al. (2014),,
2335.375,53916.4,53159.9,572.7,5.9,Baumgartner et al. (2014),,
2336.425,53967.3,53212.8,584.1,5.9,Baumgartner et al. (2014),,
2338.625,54073.7,53318.8,583.0,5.9,Baumgartner et al. (2014),,
2339.725,54130.8,53369.9,586.8,5.9,Baumgartner et al. (2014),,
2340.825,54190.9,53422.0,572.5,5.9,Baumgartner et al. (2014),,
2342.425,54276.9,53498.3,581.1,5.9,Baumgartner et al. (2014),,
2343.025,54308.2,53525.7,603.8,5.9,Baumgartner et al. (2014),,
2343.075,54310.1,53527.9,592.0,5.9,Baumgartner et al. (2014),,
2344.125,54366.5,53573.9,585.0,5.9,Baumgartner et al. (2014),,
2345.225,54430.7,53623.6,584.8,5.9,Baumgartner et al. (2014),,
2345.275,54433.5,53626.0,571.6,5.9,Baumgartner et al. (2014),,
2345.325,54436.3,53628.4,578.6,5.9,Baumgartner et al. (2014),,
2345.375,54439.7,53630.8,572.5,5.9,Baumgartner et al. (2014),,
2345.455,54443.9,53634.7,591.3,5.9,Baumgartner et al. (2014),,
2346.325,54495.6,53676.0,575.9,5.9,Baumgartner et al. (2014),,
2347.425,54561.6,53726.5,577.3,5.9,Baumgartner et al. (2014),,
2348.525,54619.8,53774.7,606.3,5.9,Baumgartner et al. (2014),,
2349.625,54675.5,53820.4,597.0,5.9,Baumgartner et al. (2014),,
2350.175,54702.9,53843.3,605.3,5.9,Baumgartner et al. (2014),,
2351.275,54759.7,53893.7,593.8,5.9,Baumgartner et al. (2014),,
2352.375,54821.1,53951.4,531.0,5.9,Baumgartner et al. (2014),,
2353.475,54875.8,54007.8,541.3,5.9,Baumgartner et al. (2014),,
2355.675,54981.7,54115.6,601.0,5.9,Baumgartner et al. (2014),,
2356.055,55005.6,54134.2,593.5,5.9,Baumgartner et al. (2014),,
2356.775,55053.5,54175.7,582.7,5.9,Baumgartner et al. (2014),,
2357.875,55144.4,54253.3,496.8,5.9,Baumgartner et al. (2014),,
2358.925,55245.3,54335.7,461.0,5.9,Huber et al. (2006),,
2360.075,55354.3,54434.7,450.7,5.9,Huber et al. (2006),,
2360.125,55358.6,54439.2,463.8,5.9,Baumgartner et al. (2014),,
2361.175,55456.6,54533.4,451.0,5.9,Huber et al. (2006),,
2361.495,55484.3,54560.9,456.8,5.9,Baumgartner et al. (2014),,
2362.275,55551.3,54628.7,454.0,5.9,Huber et al. (2006),,
2362.775,55593.2,54672.8,475.4,5.9,Baumgartner et al. (2014),,
2363.375,55641.1,54722.6,446.0,5.9,Huber et al. (2006),,
2364.475,55720.3,54808.5,488.7,5.9,Huber et al. (2006),,
2365.025,55757.2,54849.6,467.0,5.9,Huber et al. (2006),,
2365.310,55776.5,54868.0,480.7,5.9,Baumgartner et al. (2014),,
2365.525,55790.5,54881.9,476.3,5.9,Huber et al. (2006),,
2366.675,55885.4,54959.6,490.3,5.9,Huber et al. (2006),,
2367.775,56003.5,55054.1,477.3,5.9,Huber et al. (2006),,
2368.875,56107.3,55159.8,515.3,5.9,Huber et al. (2006),,
2369.375,56147.4,55207.8,526.0,5.9,Huber et al. (2006),,
2369.975,56191.7,55265.1,542.3,5.9,Huber et al. (2006),,
2371.075,56256.8,55362.8,585.3,5.9,Huber et al. (2006),,
2371.575,56282.2,55396.8,582.3,5.9,Huber et al. (2006),,
2372.175,56310.9,55436.7,608.7,5.9,Huber et al. (2006),,
2373.275,56362.8,55506.2,588.7,5.9,Huber et al. (2006),,
2373.325,56365.3,55509.3,588.3,5.9,Baumgartner et al. (2014),,
2373.775,56385.3,55537.9,579.0,5.9,Baumgartner et al. (2014),,
2374.375,56414.1,55572.9,574.7,5.9,Huber et al. (2006),,
2375.475,56466.4,55634.3,580.0,5.9,Huber et al. (2006),,
2375.525,56468.9,55637.1,574.6,5.9,Baumgartner et al. (2014),,
2375.975,56490.9,55662.7,571.7,5.9,Baumgartner et al. (2014),,
2376.575,56522.7,55701.2,581.7,5.9,Huber et al. (2006),,
2376.625,56525.6,55704.5,587.0,5.9,Baumgartner et al. (2014),,
2377.075,56552.0,55735.1,574.3,5.9,Huber et al. (2006),,
2377.675,56591.9,55786.1,626.0,5.9,Huber et al. (2006),,
2378.775,56685.3,55887.1,475.3,5.9,Huber et al. (2006),,
2379.275,56735.1,55934.4,476.7,5.9,Baumgartner et al. (2014),,
2379.875,56793.3,55991.2,463.7,5.9,Huber et al. (2006),,
2380.375,56842.4,56038.8,476.7,5.9,Huber et al. (2006),,
2380.975,56897.8,56096.1,531.3,5.9,Huber et al. (2006),,
2381.025,56902.4,56100.8,494.8,5.9,Baumgartner et al. (2014),,
2382.075,56999.1,56198.2,495.0,5.9,Huber et al. (2006),,
2382.125,57003.6,56202.8,492.7,5.9,Baumgartner et al. (2014),,
2382.575,57045.1,56244.0,487.0,5.9,Baumgartner et al. (2014),,
2383.175,57098.1,56298.0,486.3,5.9,Huber et al. (2006),,
2384.275,57195.5,56390.8,520.0,5.9,Huber et al. (2006),,
2384.775,57235.9,56431.3,519.7,5.9,Baumgartner et al. (2014),,
2385.375,57283.4,56479.0,537.3,5.9,Huber et al. (2006),,
2386.475,57362.7,56562.2,550.7,5.9,Huber et al. (2006),,
2387.575,57434.9,56637.7,580.0,5.9,Huber et al. (2006),,
2388.075,57465.7,56670.4,585.0,5.9,Huber et al. (2006),,
2388.675,57502.6,56708.4,576.7,5.9,Huber et al. (2006),,
2388.725,57505.5,56711.6,583.2,5.9,Baumgartner et al. (2014),,
2389.775,57570.5,56781.2,580.3,5.9,Huber et al. (2006),,
2389.825,57573.7,56784.6,563.3,5.9,Baumgartner et al. (2014),,
2389.875,57577.2,56788.0,561.3,5.9,Baumgartner et al. (2014),,
2389.925,57580.0,56791.3,558.1,5.9,Baumgartner et al. (2014),,
2389.975,57582.9,56794.7,565.2,5.9,Baumgartner et al. (2014),,
2390.025,57586.7,56798.2,558.8,5.9,Baumgartner et al. (2014),,
2390.275,57601.9,56815.8,554.5,5.9,Huber et al. (2006),,
2390.875,57642.2,56858.2,558.7,5.9,Huber et al. (2006),,
2390.925,57645.0,56861.7,581.4,5.9,Baumgartner et al. (2014),,
2390.975,57648.8,56865.2,571.1,5.9,Baumgartner et al. (2014),,
2391.135,57659.9,56876.4,582.3,5.9,Huber et al. (2006),,
2391.975,57717.6,56934.9,588.7,5.9,Huber et al. (2006),,
2392.025,57720.9,56938.3,585.0,5.9,Huber et al. (2006),,
2392.425,57749.1,56965.9,594.9,5.9,Baumgartner et al. (2014),,
2392.475,57751.9,56969.4,596.0,5.9,Huber et al. (2006),,
2392.525,57755.7,56972.8,598.0,5.9,Huber et al. (2006),,
2393.025,57791.2,57007.2,586.7,5.9,Huber et al. (2006),,
2394.175,57873.1,57082.1,579.3,5.9,Huber et al. (2006),,
2394.675,57907.8,57116.2,559.7,5.9,Huber et al. (2006),,
2395.275,57949.1,57156.6,593.3,5.9,Huber et al. (2006),,
2395.775,57983.1,57189.7,579.7,5.9,Huber et al. (2006),,
2396.375,58025.4,57230.0,583.0,5.9,Huber et al. (2006),,
2396.425,58029.1,57233.4,598.3,5.9,Baumgartner et al. (2014),,
2396.475,58032.8,57236.8,588.4,5.9,Baumgartner et al. (2014),,
2397.475,58098.8,57304.5,598.3,5.9,Huber et al. (2006),,
2397.975,58131.0,57338.3,589.3,5.9,Huber et al. (2006),,
2398.575,58169.3,57377.5,595.7,5.9,Huber et al. (2006),,
2399.075,58198.9,57410.2,592.3,5.9,Huber et al. (2006),,
2399.675,58234.7,57449.4,580.0,5.9,Huber et al. (2006),,
2400.175,58265.0,57481.9,589.7,5.9,Huber et al. (2006),,
2400.775,58298.2,57520.5,572.3,5.9,Huber et al. (2006),,
2401.275,58325.7,57551.1,578.0,5.9,Baumgartner et al. (2014),,
2401.875,58358.9,57586.2,595.7,5.9,Huber et al. (2006),,
2402.325,58383.2,57612.9,610.1,5.9,Baumgartner et al. (2014),,
2402.375,58385.6,57615.9,611.0,5.9,Baumgartner et al. (2014),,
2402.975,58420.7,57651.7,623.7,5.9,Huber et al. (2006),,
2403.475,58450.8,57681.8,619.7,5.9,Huber et al. (2006),,
2404.075,58484.7,57717.6,608.0,5.9,Huber et al. (2006),,
2405.175,58541.5,57777.9,626.3,5.9,Huber et al. (2006),,
2405.675,58566.9,57803.6,614.7,5.9,Huber et al. (2006),,
2406.275,58595.9,57836.5,632.3,5.9,Huber et al. (2006),,
2406.775,58620.9,57866.0,616.3,5.9,Huber et al. (2006),,
2407.375,58652.1,57903.5,596.0,5.9,Huber et al. (2006),,
2407.875,58678.0,57935.7,611.0,5.9,Huber et al. (2006),,
2408.475,58712.1,57971.7,583.0,5.9,Huber et al. (2006),,
2408.975,58742.1,58001.0,582.7,5.9,Baumgartner et al. (2014),,
2409.575,58780.8,58047.1,585.0,5.9,Huber et al. (2006),,
