%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=216421, 2025/11/16 16:43:53.21)
1 17 7.866065e+01 0 0 3.837798e-03 6.419921e-02 1.890717e+00 6.466545e-02 1.892072e+00 4.691582e+01 1.412909e+01 2.832761e-01 7.143805e-01 2.830206e+01 4.216293e-01 4.716272e-01 7.777109e+01 4.681125e-02 4.751842e-02 4.972235e-02 4.722685e-02 4.733246e-02 4.688857e-02 4.723724e-02 4.698115e-02 4.747631e-02 4.698109e-02 4.705496e-02 4.811312e-02 4.692168e-02 4.744444e-02 4.699062e-02 4.702220e-02 4.778351e-02 4.742180e-02 4.712840e-02 4.702194e-02 4.781444e-02 4.726276e-02 4.767515e-02 4.702425e-02 4.736118e-02 4.735688e-02 4.706203e-02 4.744171e-02 2.358787e+01 2.374662e+01 2.228627e+00 2.220475e+00 1.432915e+01 1.413999e+01 5.707839e+00 5.754616e+00 4.606169e-01 4.639948e-01 9.537659e-01 9.564501e-01 2.355500e+01 2.353268e+01 2.232996e+00 2.249483e+00 1.482884e+01 1.441487e+01 5.726957e+00 5.648049e+00 4.547728e-01 4.586756e-01 9.487487e-01 9.417480e-01 
2 33 7.579685e+01 0 0 3.672878e-03 6.203349e-02 1.828260e+00 6.133706e-02 1.810300e+00 4.492219e+01 1.360634e+01 2.764715e-01 6.792431e-01 2.685954e+01 4.011296e-01 4.538567e-01 7.422778e+01 4.483055e-02 4.595217e-02 4.880450e-02 4.556584e-02 4.485183e-02 4.580637e-02 4.499955e-02 4.470495e-02 4.539910e-02 4.491841e-02 4.501471e-02 4.622472e-02 4.515281e-02 4.518124e-02 4.595059e-02 4.533192e-02 4.649434e-02 4.514709e-02 4.533511e-02 4.502337e-02 4.559539e-02 4.530357e-02 4.540182e-02 4.482014e-02 4.492718e-02 4.633649e-02 4.508288e-02 4.552928e-02 2.296710e+01 2.258405e+01 2.125562e+00 2.105713e+00 1.365574e+01 1.359975e+01 5.524336e+00 5.481070e+00 4.445223e-01 4.409420e-01 9.062515e-01 9.208602e-01 2.265273e+01 2.239073e+01 2.127142e+00 2.135841e+00 1.421712e+01 1.386082e+01 5.497900e+00 5.418345e+00 4.322886e-01 4.407732e-01 9.048313e-01 9.028748e-01 
3 49 7.387838e+01 0 0 3.555672e-03 6.071775e-02 1.758537e+00 6.051516e-02 1.758524e+00 4.515884e+01 1.327881e+01 2.678792e-01 6.707899e-01 2.592846e+01 3.865157e-01 4.560699e-01 7.171736e+01 4.359531e-02 4.430117e-02 4.782257e-02 4.361052e-02 4.324177e-02 4.532367e-02 4.397544e-02 4.296004e-02 4.391819e-02 4.330892e-02 4.362066e-02 4.469789e-02 4.444530e-02 4.400382e-02 4.488122e-02 4.369019e-02 4.475725e-02 4.390573e-02 4.450988e-02 4.382835e-02 4.434983e-02 4.357505e-02 4.535646e-02 4.386762e-02 4.320807e-02 4.481587e-02 4.393714e-02 4.396725e-02 2.215481e+01 2.203063e+01 2.056854e+00 2.032327e+00 1.321168e+01 1.320104e+01 5.383471e+00 5.534045e+00 4.350495e-01 4.320116e-01 8.723337e-01 8.895598e-01 2.206948e+01 2.178089e+01 2.041260e+00 2.062219e+00 1.407506e+01 1.345191e+01 5.334239e+00 5.362845e+00 4.199087e-01 4.279431e-01 8.716403e-01 8.719250e-01 
4 65 7.203611e+01 0 0 3.442460e-03 5.872385e-02 1.688342e+00 5.816799e-02 1.686948e+00 4.407455e+01 1.302812e+01 2.576309e-01 6.503430e-01 2.527912e+01 3.752237e-01 4.437184e-01 6.918357e+01 4.286557e-02 4.339417e-02 4.659224e-02 4.185979e-02 4.164388e-02 4.393392e-02 4.227421e-02 4.195700e-02 4.291516e-02 4.166958e-02 4.230732e-02 4.307596e-02 4.370607e-02 4.265597e-02 4.335503e-02 4.340040e-02 4.400853e-02 4.264511e-02 4.343668e-02 4.313268e-02 4.291331e-02 4.206165e-02 4.436085e-02 4.261467e-02 4.225333e-02 4.373217e-02 4.291562e-02 4.213487e-02 2.136644e+01 2.157129e+01 1.985065e+00 1.975642e+00 1.275812e+01 1.289204e+01 5.227370e+00 5.359333e+00 4.174644e-01 4.185904e-01 8.406230e-01 8.589349e-01 2.138454e+01 2.132634e+01 1.974308e+00 2.004295e+00 1.362959e+01 1.309736e+01 5.152321e+00 5.245577e+00 4.077559e-01 4.154549e-01 8.670264e-01 8.438881e-01 
5 81 7.043428e+01 0 0 3.391872e-03 5.755114e-02 1.640010e+00 5.969757e-02 1.650322e+00 4.275783e+01 1.284770e+01 2.486940e-01 6.298365e-01 2.445094e+01 3.634606e-01 4.354446e-01 6.671767e+01 4.274798e-02 4.189864e-02 4.592551e-02 4.105654e-02 4.026708e-02 4.330764e-02 4.128256e-02 4.057514e-02 4.146064e-02 4.018877e-02 4.147956e-02 4.161486e-02 4.243415e-02 4.132983e-02 4.250503e-02 4.200440e-02 4.264059e-02 4.185643e-02 4.243063e-02 4.145123e-02 4.237291e-02 4.261075e-02 4.406884e-02 4.145667e-02 4.079475e-02 4.265515e-02 4.174780e-02 4.116625e-02 2.082169e+01 2.084178e+01 1.917536e+00 1.902017e+00 1.248263e+01 1.265007e+01 5.097042e+00 5.195262e+00 4.172487e-01 4.046235e-01 8.217777e-01 8.378314e-01 2.115244e+01 2.082163e+01 1.924064e+00 1.946826e+00 1.314437e+01 1.271287e+01 4.975190e+00 5.169055e+00 3.923277e-01 4.142526e-01 8.449074e-01 8.377401e-01 
6 97 6.935620e+01 0 0 3.315005e-03 5.661988e-02 1.598255e+00 5.844759e-02 1.628940e+00 4.285715e+01 1.274970e+01 2.432460e-01 6.092294e-01 2.476322e+01 3.531990e-01 4.236357e-01 6.568172e+01 4.173574e-02 4.051214e-02 4.588295e-02 4.011483e-02 3.939280e-02 4.303743e-02 4.081115e-02 3.972658e-02 4.093690e-02 3.895989e-02 4.103752e-02 4.040466e-02 4.139151e-02 4.019159e-02 4.208457e-02 4.154912e-02 4.262148e-02 4.064424e-02 4.218145e-02 4.027340e-02 4.203244e-02 4.164675e-02 4.308519e-02 4.041641e-02 4.079608e-02 4.242998e-02 4.109739e-02 4.058545e-02 2.043364e+01 2.031513e+01 1.872765e+00 1.845701e+00 1.216407e+01 1.240875e+01 4.981838e+00 5.046545e+00 4.133337e-01 3.955436e-01 8.039023e-01 8.207664e-01 2.120248e+01 2.094555e+01 1.862445e+00 1.891853e+00 1.289993e+01 1.240064e+01 4.912473e+00 5.094556e+00 3.823543e-01 4.123399e-01 8.304400e-01 8.454507e-01 
7 113 6.844800e+01 0 0 3.273631e-03 5.537583e-02 1.560048e+00 5.752964e-02 1.600093e+00 4.187934e+01 1.255908e+01 2.405228e-01 6.037501e-01 2.428942e+01 3.518921e-01 4.165925e-01 6.446652e+01 4.066403e-02 3.945347e-02 4.579928e-02 3.996748e-02 3.901574e-02 4.198355e-02 3.986504e-02 3.929253e-02 3.987239e-02 3.787291e-02 3.979748e-02 3.992066e-02 4.022226e-02 3.943114e-02 4.153254e-02 4.063589e-02 4.230827e-02 4.026695e-02 4.139126e-02 3.913711e-02 4.210950e-02 4.142813e-02 4.270347e-02 3.969685e-02 3.983020e-02 4.274975e-02 4.000462e-02 3.955503e-02 2.007335e+01 1.977256e+01 1.826623e+00 1.796352e+00 1.204460e+01 1.227778e+01 4.887039e+00 4.932225e+00 4.081159e-01 3.919990e-01 7.933670e-01 8.076030e-01 2.105115e+01 2.106589e+01 1.822589e+00 1.847849e+00 1.283657e+01 1.272196e+01 4.833153e+00 4.989390e+00 3.717695e-01 4.043085e-01 8.195443e-01 8.485675e-01 
8 129 6.805437e+01 0 0 3.239460e-03 5.529915e-02 1.537595e+00 5.681649e-02 1.598164e+00 4.165194e+01 1.229080e+01 2.397466e-01 6.014666e-01 2.382146e+01 3.484489e-01 4.123463e-01 6.467507e+01 4.016951e-02 3.972210e-02 4.558711e-02 3.997262e-02 3.887818e-02 4.282403e-02 3.950002e-02 3.908558e-02 3.969899e-02 3.732729e-02 3.911535e-02 3.932048e-02 3.963085e-02 3.917603e-02 4.074684e-02 4.015914e-02 4.213145e-02 3.979518e-02 4.107406e-02 3.894799e-02 4.182740e-02 4.063376e-02 4.257644e-02 3.885757e-02 4.039814e-02 4.285316e-02 3.922425e-02 3.892359e-02 1.992007e+01 1.945312e+01 1.797061e+00 1.760088e+00 1.190741e+01 1.230449e+01 4.793821e+00 4.938856e+00 4.058825e-01 3.877259e-01 8.274444e-01 7.985679e-01 2.086610e+01 2.096699e+01 1.793416e+00 1.811337e+00 1.260974e+01 1.309631e+01 4.755038e+00 5.040650e+00 3.642260e-01 4.002365e-01 8.053528e-01 8.456367e-01 
9 145 6.753375e+01 0 0 3.169096e-03 5.450124e-02 1.518439e+00 5.593488e-02 1.587286e+00 4.080189e+01 1.218946e+01 2.429251e-01 5.924196e-01 2.345977e+01 3.489157e-01 4.041425e-01 6.420966e+01 4.180211e-02 3.883658e-02 4.493353e-02 3.927122e-02 3.829874e-02 4.209604e-02 3.923107e-02 3.866543e-02 3.961455e-02 3.668880e-02 3.826682e-02 3.914767e-02 3.895656e-02 3.834749e-02 4.025702e-02 3.965418e-02 4.160456e-02 3.914101e-02 4.060570e-02 3.853708e-02 4.119075e-02 3.966785e-02 4.194365e-02 3.812416e-02 3.975188e-02 4.327420e-02 3.849208e-02 3.895240e-02 1.967588e+01 1.931764e+01 1.769229e+00 1.720962e+00 1.165327e+01 1.215357e+01 4.706566e+00 4.885881e+00 4.127871e-01 3.865081e-01 8.385439e-01 7.860211e-01 2.118930e+01 2.092900e+01 1.757274e+00 1.796387e+00 1.256791e+01 1.285101e+01 4.662099e+00 5.282922e+00 3.554312e-01 3.911514e-01 7.902568e-01 8.405079e-01 
10 161 6.694847e+01 0 0 3.174973e-03 5.462972e-02 1.491552e+00 5.532991e-02 1.568259e+00 3.996372e+01 1.186910e+01 2.375019e-01 5.994601e-01 2.301900e+01 3.442049e-01 3.976742e-01 6.429912e+01 4.097480e-02 3.876420e-02 4.476269e-02 3.954706e-02 3.758840e-02 4.194207e-02 3.901065e-02 3.796739e-02 4.057069e-02 3.640470e-02 3.736895e-02 3.862108e-02 3.851407e-02 3.782538e-02 3.927905e-02 3.909167e-02 4.083099e-02 3.899035e-02 4.048038e-02 3.782560e-02 4.058046e-02 3.876992e-02 4.228271e-02 3.753530e-02 3.907072e-02 4.302921e-02 3.767557e-02 3.807792e-02 1.939303e+01 1.899424e+01 1.725155e+00 1.690960e+00 1.146146e+01 1.186385e+01 4.600854e+00 4.798711e+00 4.094637e-01 3.825537e-01 8.354549e-01 7.772441e-01 2.084125e+01 2.054863e+01 1.727609e+00 1.753201e+00 1.229428e+01 1.258476e+01 4.563101e+00 5.375422e+00 3.488739e-01 3.888960e-01 7.696871e-01 8.486300e-01 
