%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=216421, 2025/11/16 16:43:53.21)
1 17 7.866065e+01 9.886912e-01 4.878930e-05 4.878930e-05 5.951038e-04 5.960867e-04 5.965076e-04 5.972630e-04 5.972637e-04 5.973841e-04 5.977823e-04 5.977856e-04 5.978116e-04 5.982021e-04 5.982919e-04 5.991357e-04 6.003872e-04 6.005193e-04 6.008438e-04 6.017298e-04 6.020403e-04 6.020949e-04 6.028657e-04 6.031187e-04 6.031534e-04 6.035586e-04 6.040939e-04 6.060864e-04 6.074640e-04 6.078572e-04 6.116543e-04 6.321122e-04 8.161541e-04 8.220813e-04 3.601243e-03 5.360105e-03 5.781453e-03 5.831069e-03 5.855748e-03 5.898690e-03 5.995720e-03 9.081804e-03 1.197229e-02 1.206129e-02 1.212507e-02 1.215919e-02 2.403637e-02 2.405360e-02 2.822854e-02 2.833217e-02 2.838771e-02 2.859731e-02 7.180273e-02 7.256283e-02 7.280587e-02 7.315750e-02 1.796208e-01 1.797594e-01 1.821641e-01 1.832539e-01 1.885167e-01 2.991671e-01 2.994509e-01 2.998687e-01 3.018869e-01 3.597995e-01 5.964331e-01 9.886912e-01 
2 33 7.579685e+01 9.792990e-01 4.845687e-05 4.845687e-05 5.897996e-04 5.913193e-04 5.914566e-04 5.917374e-04 5.926159e-04 5.927316e-04 5.936863e-04 5.938863e-04 5.940005e-04 5.947857e-04 5.956329e-04 5.957083e-04 5.960833e-04 5.976974e-04 5.980713e-04 5.981134e-04 5.989576e-04 5.989935e-04 6.006751e-04 6.011574e-04 6.015473e-04 6.043308e-04 6.062336e-04 6.062544e-04 6.098502e-04 6.113248e-04 6.134073e-04 6.438856e-04 8.092297e-04 8.184178e-04 3.647532e-03 5.292167e-03 5.703253e-03 5.815192e-03 5.817419e-03 5.864654e-03 5.987805e-03 8.961364e-03 1.191177e-02 1.193759e-02 1.195632e-02 1.214906e-02 2.388358e-02 2.412052e-02 2.778101e-02 2.804288e-02 2.806372e-02 2.817850e-02 7.148510e-02 7.231264e-02 7.253468e-02 7.288346e-02 1.794237e-01 1.795106e-01 1.801624e-01 1.828681e-01 1.875688e-01 2.954045e-01 2.979550e-01 2.988612e-01 3.030087e-01 3.543622e-01 5.926657e-01 9.792990e-01 
3 49 7.387838e+01 9.707490e-01 4.812872e-05 4.812872e-05 5.814967e-04 5.848540e-04 5.853102e-04 5.862192e-04 5.898214e-04 5.900956e-04 5.903015e-04 5.904387e-04 5.913799e-04 5.932500e-04 5.937815e-04 5.942974e-04 5.944660e-04 5.947226e-04 5.951301e-04 5.952410e-04 5.956251e-04 5.996500e-04 6.003086e-04 6.016008e-04 6.024750e-04 6.050198e-04 6.058234e-04 6.066169e-04 6.075014e-04 6.134903e-04 6.139342e-04 6.473148e-04 8.191186e-04 8.218609e-04 3.625949e-03 5.231783e-03 5.683783e-03 5.792535e-03 5.847605e-03 5.888725e-03 6.173252e-03 9.079650e-03 1.179831e-02 1.180217e-02 1.180770e-02 1.204087e-02 2.380296e-02 2.380314e-02 2.750909e-02 2.763000e-02 2.784108e-02 2.791370e-02 7.220297e-02 7.259017e-02 7.286937e-02 7.490750e-02 1.786861e-01 1.788302e-01 1.797387e-01 1.820818e-01 1.905166e-01 2.948209e-01 2.982013e-01 2.987272e-01 2.998822e-01 3.509614e-01 6.112592e-01 9.707490e-01 
4 65 7.203611e+01 9.604012e-01 4.778797e-05 4.778797e-05 5.780973e-04 5.784541e-04 5.810945e-04 5.824440e-04 5.838967e-04 5.849132e-04 5.865577e-04 5.868475e-04 5.873071e-04 5.915737e-04 5.919963e-04 5.921470e-04 5.950567e-04 5.957193e-04 5.957451e-04 5.957514e-04 5.979773e-04 5.987647e-04 6.018513e-04 6.023946e-04 6.024811e-04 6.029848e-04 6.067244e-04 6.070867e-04 6.098874e-04 6.109232e-04 6.158140e-04 6.467900e-04 8.074837e-04 8.152002e-04 3.576413e-03 5.208827e-03 5.660437e-03 5.767315e-03 5.795210e-03 5.810841e-03 6.159666e-03 9.028013e-03 1.166947e-02 1.171479e-02 1.192367e-02 1.203600e-02 2.341809e-02 2.343744e-02 2.740719e-02 2.742571e-02 2.755652e-02 2.782348e-02 7.152413e-02 7.256597e-02 7.281871e-02 7.439786e-02 1.771073e-01 1.789663e-01 1.808554e-01 1.818165e-01 1.892049e-01 2.960507e-01 2.966074e-01 2.968586e-01 2.994511e-01 3.509229e-01 6.118396e-01 9.604012e-01 
5 81 7.043428e+01 9.472330e-01 4.815654e-05 4.815654e-05 5.705854e-04 5.716971e-04 5.760708e-04 5.791888e-04 5.829056e-04 5.844633e-04 5.861145e-04 5.867857e-04 5.885093e-04 5.885865e-04 5.886428e-04 5.889115e-04 5.908324e-04 5.927199e-04 5.942622e-04 5.948614e-04 5.963630e-04 6.015950e-04 6.024144e-04 6.024645e-04 6.034707e-04 6.049718e-04 6.053953e-04 6.056021e-04 6.069201e-04 6.148660e-04 6.256731e-04 6.520335e-04 8.170900e-04 8.475641e-04 3.530866e-03 5.160280e-03 5.570125e-03 5.744696e-03 5.881406e-03 5.923944e-03 6.182282e-03 8.942187e-03 1.166730e-02 1.189393e-02 1.189522e-02 1.199568e-02 2.328425e-02 2.343066e-02 2.700413e-02 2.722448e-02 2.731715e-02 2.764032e-02 7.063592e-02 7.236593e-02 7.338834e-02 7.376042e-02 1.772237e-01 1.796010e-01 1.804927e-01 1.824069e-01 1.866189e-01 2.956179e-01 2.956187e-01 2.959039e-01 3.003146e-01 3.471454e-01 6.070599e-01 9.472330e-01 
6 97 6.935620e+01 9.470202e-01 4.779680e-05 4.779680e-05 5.617363e-04 5.679781e-04 5.727906e-04 5.783886e-04 5.794953e-04 5.806749e-04 5.825673e-04 5.827368e-04 5.841171e-04 5.851742e-04 5.860218e-04 5.882110e-04 5.884283e-04 5.902414e-04 5.916922e-04 5.925554e-04 5.967961e-04 5.990686e-04 6.004762e-04 6.017594e-04 6.060372e-04 6.067889e-04 6.081857e-04 6.117691e-04 6.145302e-04 6.205275e-04 6.212162e-04 6.615552e-04 8.163637e-04 8.427162e-04 3.507199e-03 5.092537e-03 5.512907e-03 5.703076e-03 5.945250e-03 5.959578e-03 6.108115e-03 8.784066e-03 1.159092e-02 1.183407e-02 1.197355e-02 1.218998e-02 2.304416e-02 2.348658e-02 2.661191e-02 2.685333e-02 2.700213e-02 2.727735e-02 7.082962e-02 7.182975e-02 7.276272e-02 7.345496e-02 1.753855e-01 1.787965e-01 1.789134e-01 1.838293e-01 1.859953e-01 2.929101e-01 2.946188e-01 3.019997e-01 3.057043e-01 3.570441e-01 6.179281e-01 9.470202e-01 
7 113 6.844800e+01 9.418322e-01 4.782655e-05 4.782655e-05 5.533093e-04 5.700056e-04 5.717787e-04 5.740494e-04 5.760745e-04 5.764007e-04 5.778845e-04 5.799564e-04 5.814266e-04 5.819045e-04 5.824135e-04 5.825209e-04 5.832262e-04 5.839102e-04 5.844527e-04 5.876324e-04 5.882853e-04 5.936753e-04 5.940865e-04 6.047111e-04 6.052497e-04 6.067752e-04 6.133642e-04 6.152042e-04 6.181082e-04 6.238819e-04 6.245580e-04 6.691106e-04 8.090205e-04 8.404868e-04 3.513949e-03 5.141014e-03 5.431415e-03 5.726961e-03 5.906798e-03 5.962422e-03 6.086263e-03 8.820567e-03 1.159080e-02 1.179878e-02 1.197324e-02 1.239726e-02 2.279172e-02 2.337676e-02 2.624405e-02 2.662736e-02 2.668628e-02 2.699639e-02 7.061059e-02 7.139783e-02 7.205798e-02 7.289315e-02 1.759672e-01 1.793738e-01 1.834835e-01 1.858632e-01 1.875376e-01 2.888698e-01 2.932643e-01 3.075496e-01 3.077648e-01 3.548595e-01 6.118417e-01 9.418322e-01 
8 129 6.805437e+01 9.503441e-01 4.760106e-05 4.760106e-05 5.484922e-04 5.709783e-04 5.712811e-04 5.719484e-04 5.723069e-04 5.743287e-04 5.747662e-04 5.756578e-04 5.763663e-04 5.777803e-04 5.804186e-04 5.823409e-04 5.833422e-04 5.836818e-04 5.847556e-04 5.873629e-04 5.901038e-04 5.902561e-04 5.936156e-04 5.970779e-04 5.987395e-04 6.035478e-04 6.146173e-04 6.190851e-04 6.256239e-04 6.292620e-04 6.296901e-04 6.698630e-04 8.125730e-04 8.348690e-04 3.522869e-03 5.120154e-03 5.351986e-03 5.697296e-03 5.881128e-03 5.964092e-03 6.059071e-03 8.838030e-03 1.173426e-02 1.183396e-02 1.215858e-02 1.242590e-02 2.259362e-02 2.348363e-02 2.586296e-02 2.635270e-02 2.640625e-02 2.661602e-02 6.987116e-02 7.044104e-02 7.257220e-02 7.406798e-02 1.749691e-01 1.806027e-01 1.808037e-01 1.852891e-01 1.924390e-01 2.858467e-01 2.927081e-01 3.066093e-01 3.080917e-01 3.500357e-01 6.120391e-01 9.503441e-01 
9 145 6.753375e+01 9.507788e-01 4.692611e-05 4.692611e-05 5.432662e-04 5.645202e-04 5.666326e-04 5.671052e-04 5.678270e-04 5.699680e-04 5.706344e-04 5.725350e-04 5.750692e-04 5.767841e-04 5.768459e-04 5.795771e-04 5.796756e-04 5.809106e-04 5.815051e-04 5.865890e-04 5.871758e-04 5.873781e-04 5.886224e-04 5.961022e-04 6.012653e-04 6.099284e-04 6.160558e-04 6.189811e-04 6.210768e-04 6.233334e-04 6.407789e-04 6.653492e-04 8.070223e-04 8.282508e-04 3.597092e-03 5.166539e-03 5.263016e-03 5.723184e-03 5.791939e-03 5.984305e-03 6.112308e-03 8.772201e-03 1.163894e-02 1.170166e-02 1.241666e-02 1.244575e-02 2.248415e-02 2.350359e-02 2.548300e-02 2.602068e-02 2.619771e-02 2.659984e-02 6.903361e-02 6.969206e-02 7.234725e-02 7.822640e-02 1.725548e-01 1.799628e-01 1.804943e-01 1.860982e-01 1.902901e-01 2.860443e-01 2.913488e-01 3.099043e-01 3.137586e-01 3.473784e-01 6.041703e-01 9.507788e-01 
10 161 6.694847e+01 9.604270e-01 4.742413e-05 4.742413e-05 5.437719e-04 5.581748e-04 5.606596e-04 5.614527e-04 5.627547e-04 5.649925e-04 5.649958e-04 5.671137e-04 5.687646e-04 5.752793e-04 5.768777e-04 5.790155e-04 5.791010e-04 5.823934e-04 5.826967e-04 5.835939e-04 5.839069e-04 5.867057e-04 5.907090e-04 6.046498e-04 6.059987e-04 6.061447e-04 6.098869e-04 6.120349e-04 6.264830e-04 6.315710e-04 6.427213e-04 6.686140e-04 8.159966e-04 8.264552e-04 3.547533e-03 5.141341e-03 5.211081e-03 5.714151e-03 5.808885e-03 5.940004e-03 6.116103e-03 8.954052e-03 1.149671e-02 1.160959e-02 1.247907e-02 1.267587e-02 2.227911e-02 2.342486e-02 2.525763e-02 2.576841e-02 2.580506e-02 2.618732e-02 6.815841e-02 6.872231e-02 7.167768e-02 8.029194e-02 1.711983e-01 1.772087e-01 1.772872e-01 1.836380e-01 1.879768e-01 2.837143e-01 2.896710e-01 3.069320e-01 3.113028e-01 3.438316e-01 5.969326e-01 9.604270e-01 
