%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=216421, 2025/11/16 16:43:53.21)
36 577 6.135989e+01 2.081836e+04  1.102595584326152857e+04  1.424365327033557514e+04  2.120594127882955581e+04  2.014820588217795361e+06
37 593 6.139708e+01 2.084824e+04  1.102595584326152857e+04  1.274615841848389027e+04  1.019594091512257233e+06  2.029547182862024289e+06
38 609 6.159963e+01 2.088150e+04  1.102595584326152857e+04  1.324538732326058016e+04  1.013097616700853454e+06  2.014313909989715787e+06
39 625 6.153737e+01 2.132569e+04  1.102595584326152857e+04  1.225967296633522346e+04  2.084755455426393746e+04  2.023906626995883416e+06
40 641 6.110654e+01 2.177107e+04  1.102595584326152857e+04  1.247111510938130959e+04  1.012310520013674628e+06  2.021012930008461233e+06
41 657 6.074140e+01 2.265744e+04  1.102595584326152857e+04  1.167464527638719301e+04  2.663251957590455640e+04  2.016310396074642660e+06
42 673 6.039989e+01 2.336272e+04  1.102595584326152857e+04  1.282143866916632578e+04  2.063725097142674349e+04  1.021537301686323830e+06
43 689 5.995019e+01 2.410058e+04  1.102595584326152857e+04  1.322650968281652786e+04  1.621925506340216816e+04  2.016367632039084099e+06
44 705 5.932868e+01 2.438548e+04  1.102595584326152857e+04  1.194310358727949642e+04  1.015211358258462744e+06  2.012793438722978579e+06
45 721 5.851935e+01 2.448567e+04  1.102595584326152857e+04  1.319965555629191113e+04  5.161594356616752921e+05  1.024887607066071709e+06
46 737 5.765184e+01 2.418017e+04  1.102595584326152857e+04  1.258436181433432466e+04  1.017123507645776263e+06  2.022273372169870883e+06
47 753 5.656933e+01 2.458570e+04  1.102595584326152857e+04  1.180592784177445719e+04  1.012938476995301899e+06  1.028076169177240110e+06
48 769 5.548680e+01 2.547882e+04  1.102595584326152857e+04  1.265125382840500242e+04  5.176676481732235407e+05  1.017813602134654415e+06
49 785 5.435233e+01 2.670577e+04  1.102595584326152857e+04  1.209466821988232186e+04  1.011848480493435403e+06  1.020319912744706031e+06
50 801 5.362399e+01 2.688727e+04  1.102595584326152857e+04  1.213742458365242965e+04  1.383285117185706986e+04  1.017470890424924903e+06
51 817 5.281544e+01 2.708302e+04  1.102595584326152857e+04  1.201328308542187187e+04  1.398807164116891909e+04  2.014305197123686550e+06
52 833 5.217935e+01 2.722947e+04  1.102595584326152857e+04  1.127928331990118750e+04  1.535386407055195014e+04  1.019154036897124606e+06
53 849 5.138774e+01 2.705997e+04  1.102595584326152857e+04  1.196497476643490518e+04  1.580793195958907745e+04  1.019939948323401972e+06
54 865 5.060721e+01 2.688160e+04  1.102595584326152857e+04  1.119792616451724643e+04  1.446255162757303515e+04  1.017450257826788235e+06
55 881 5.020199e+01 2.672398e+04  1.102595584326152857e+04  1.198715616527171187e+04  1.588531073177469807e+04  2.012215242718384136e+06
56 897 4.965604e+01 2.661917e+04  1.080036111800656363e+04  1.080036111800656363e+04  1.517867386745504155e+04  1.027708014256784925e+06
57 913 4.903385e+01 2.666916e+04  1.072455518907220539e+04  1.072455518907220539e+04  1.428419423679939064e+04  1.020224192308615078e+06
58 929 4.848905e+01 2.608328e+04  1.072455518907220539e+04  1.077715640172142048e+04  1.364873729654201452e+04  2.011785557910276577e+06
59 945 4.809266e+01 2.599716e+04  1.072455518907220539e+04  1.107355532573997516e+04  1.011429327459506108e+06  2.013222840420092223e+06
60 961 4.761307e+01 2.617108e+04  1.072455518907220539e+04  1.131508031113440848e+04  1.388356425350718928e+04  1.013158314685368445e+06
61 977 4.712950e+01 2.656580e+04  1.072455518907220539e+04  1.107034522093578198e+04  1.011245423754963093e+06  2.011908671434516553e+06
62 993 4.671303e+01 2.626816e+04  1.072455518907220539e+04  1.073477846036981828e+04  5.127149528102585464e+05  1.019390199235742679e+06
63 1009 4.629263e+01 2.637455e+04  1.035831657094041657e+04  1.035831657094041657e+04  1.397302990965829486e+04  2.010863084536620183e+06
64 1025 4.608784e+01 2.614951e+04  9.919275133263754469e+03  9.919275133263754469e+03  1.012083295377447386e+06  2.014521823784231441e+06
65 1041 4.540448e+01 2.620867e+04  9.919275133263754469e+03  1.029860101930312157e+04  1.010536100220880238e+06  2.011786241015278967e+06
66 1057 4.478817e+01 2.636653e+04  9.919275133263754469e+03  1.054006055094592193e+04  1.265609451333693869e+04  2.011429204600363504e+06
67 1073 4.412347e+01 2.645848e+04  9.919275133263754469e+03  1.046706165109204812e+04  5.139755929795741104e+05  2.010899083578169346e+06
68 1089 4.384862e+01 2.661182e+04  9.919275133263754469e+03  1.044773878601001888e+04  1.269296849572679275e+04  1.012722194163328735e+06
69 1105 4.374369e+01 2.633523e+04  9.919275133263754469e+03  1.063202923618898785e+04  5.116041811343726586e+05  1.014378631921805558e+06
70 1121 4.372801e+01 2.686739e+04  9.919275133263754469e+03  1.011392213005945996e+04  2.183530372538416850e+04  2.016089522816327401e+06
71 1137 4.347232e+01 2.679007e+04  9.919275133263754469e+03  1.022633487423667793e+04  1.187772567602185336e+04  2.011620788054060191e+06
72 1153 4.291601e+01 2.738003e+04  9.919275133263754469e+03  9.925522768699700464e+03  1.096984140783802650e+04  1.011436406520612538e+06
73 1169 4.261720e+01 2.700103e+04  9.600980282152053405e+03  9.600980282152053405e+03  1.291152628224346154e+04  2.012559715766036185e+06
74 1185 4.253108e+01 2.704514e+04  9.600980282152053405e+03  9.676413828021057270e+03  1.010678250986921834e+06  2.010657577327006496e+06
75 1201 4.280237e+01 2.715458e+04  8.590869283674066537e+03  8.590869283674066537e+03  1.051609922007815476e+04  2.011035080633056350e+06
76 1217 4.279625e+01 2.723666e+04  8.590869283674066537e+03  9.366797628216963858e+03  1.172598522168735872e+04  1.009854335735250381e+06
77 1233 4.270942e+01 2.661681e+04  8.590869283674066537e+03  9.416250467109943202e+03  1.207734250561262706e+04  1.010920889268105035e+06
78 1249 4.283965e+01 2.661943e+04  8.590869283674066537e+03  9.488457539392657054e+03  1.009257602775574662e+06  2.013300920198122505e+06
79 1265 4.308250e+01 2.608898e+04  8.590869283674066537e+03  9.295917968219344402e+03  1.174021107744418441e+04  1.012325046980561339e+06
80 1281 4.328675e+01 2.597389e+04  8.590869283674066537e+03  9.243931563856711364e+03  1.024875261376134222e+04  2.009674100358947180e+06
81 1297 4.345505e+01 2.632353e+04  8.557978066830015450e+03  8.557978066830015450e+03  1.031757991658907849e+04  2.008384736758939922e+06
82 1313 4.334081e+01 2.649855e+04  8.557978066830015450e+03  9.500840867783110298e+03  1.009031815798894735e+06  2.009949211658049840e+06
83 1329 4.337781e+01 2.647507e+04  8.557978066830015450e+03  8.971847389399825261e+03  1.009956706680532778e+06  1.015639670553650591e+06
84 1345 4.346163e+01 2.744058e+04  8.557978066830015450e+03  9.298669462059928264e+03  1.008820931451443466e+06  2.008060997413262259e+06
85 1361 4.344844e+01 2.798064e+04  8.557978066830015450e+03  9.026833044939741740e+03  1.123043781405586924e+04  1.012518844714237028e+06
86 1377 4.346016e+01 2.842194e+04  8.557978066830015450e+03  8.867436887408766779e+03  1.156091787999462031e+04  2.011648619092765264e+06
87 1393 4.339115e+01 2.879966e+04  8.557978066830015450e+03  8.975178327160076151e+03  1.008877331021151156e+06  2.010982974190031644e+06
88 1409 4.332944e+01 2.887905e+04  8.557978066830015450e+03  8.861436256942113687e+03  5.122520955297951587e+05  2.019343170793885831e+06
89 1425 4.322786e+01 2.904164e+04  8.557978066830015450e+03  8.827472651636991941e+03  1.271814612590504839e+04  2.009807148796825437e+06
90 1441 4.299689e+01 3.033584e+04  8.462142206302953127e+03  8.462142206302953127e+03  1.246472435566856439e+04  1.015195660791449831e+06
91 1457 4.263122e+01 3.041477e+04  8.462142206302953127e+03  8.696988316595568904e+03  1.086541599905691328e+04  2.008448610030127922e+06
92 1473 4.217042e+01 3.034144e+04  8.462142206302953127e+03  9.314238383455667645e+03  1.008860528510218603e+06  3.009323418306241743e+06
93 1489 4.173131e+01 3.031454e+04  8.462142206302953127e+03  8.927810197998500371e+03  1.059948710035161639e+04  2.008030392054216936e+06
94 1505 4.123594e+01 3.049766e+04  8.462142206302953127e+03  8.758396135365905138e+03  1.008968936944452347e+06  2.010407011830436764e+06
95 1521 4.089739e+01 2.982982e+04  8.462142206302953127e+03  9.076354335349349640e+03  1.007217783256982875e+04  1.012993914185763802e+06
96 1537 4.034665e+01 2.943713e+04  8.355198153742478098e+03  8.355198153742478098e+03  1.293774843956598124e+04  1.012742303571755998e+06
97 1553 3.995478e+01 2.976356e+04  8.355198153742478098e+03  8.814446973433517996e+03  1.030512825504553439e+04  2.011496439869037597e+06
98 1569 3.988727e+01 2.935780e+04  8.355198153742478098e+03  8.751872511324900188e+03  9.531678548329600744e+03  1.008888894067645422e+06
99 1585 3.969221e+01 2.941027e+04  8.355198153742478098e+03  8.719171337266760020e+03  5.094497509546924848e+05  1.012075258926571463e+06
100 1601 3.953012e+01 2.917553e+04  8.355198153742478098e+03  9.191150822011632044e+03  5.096894650294075836e+05  1.013421102711233310e+06
101 1617 3.957695e+01 2.912762e+04  8.355198153742478098e+03  8.907265753304063765e+03  1.037778003729934790e+04  1.009712186794008245e+06
102 1633 3.966364e+01 2.912371e+04  8.355198153742478098e+03  8.850118363456553197e+03  1.008600784810031299e+06  2.011070240921536228e+06
103 1649 3.949242e+01 2.911207e+04  8.355198153742478098e+03  8.883214331248940653e+03  1.008811136027025990e+06  2.015827486838298850e+06
104 1665 3.918147e+01 2.910096e+04  8.355198153742478098e+03  8.709645465464027438e+03  1.004150944614071886e+04  1.011573827002560138e+06
105 1681 3.893810e+01 2.908323e+04  8.355198153742478098e+03  8.700475923235031587e+03  1.001187122134288802e+04  1.009470684885688708e+06
106 1697 3.858792e+01 2.910989e+04  8.195380108607580041e+03  8.195380108607580041e+03  9.870549275341283646e+03  1.012756992411284940e+06
107 1713 3.801070e+01 2.910482e+04  8.195380108607580041e+03  8.448558414363167685e+03  9.761943980017560534e+03  1.010014246017626603e+06
108 1729 3.740773e+01 2.905537e+04  8.195380108607580041e+03  8.483030153460051224e+03  9.971379602181463270e+03  2.008976327586847125e+06
109 1745 3.688231e+01 2.903878e+04  8.195380108607580041e+03  8.370343856513831270e+03  9.091899799966233331e+03  2.010977976329251658e+06
110 1761 3.634869e+01 2.906224e+04  8.195380108607580041e+03  8.762737900598860506e+03  1.008268478840554133e+06  2.008609192359164357e+06
111 1777 3.599633e+01 2.911140e+04  8.195380108607580041e+03  8.549426367051975831e+03  9.203744158382458409e+03  2.008311664500690298e+06
112 1793 3.541867e+01 2.909446e+04  8.195380108607580041e+03  8.346702033840272634e+03  1.008162985696205986e+06  1.011791306087015313e+06
113 1809 3.479888e+01 2.909653e+04  8.195380108607580041e+03  8.357641957815902060e+03  8.928232223007038556e+03  2.008734342067545047e+06
114 1825 3.426947e+01 2.910239e+04  8.195380108607580041e+03  8.765313876098114633e+03  1.008851429040143965e+06  2.010116387211071793e+06
115 1841 3.378791e+01 2.915164e+04  8.195380108607580041e+03  8.840447058402618495e+03  1.510071696045912802e+06  3.008196511763568968e+06
116 1857 3.322191e+01 2.912012e+04  8.195380108607580041e+03  8.513922689977040136e+03  1.009472630744111259e+06  2.009821093231839128e+06
117 1873 3.268484e+01 2.910171e+04  8.195380108607580041e+03  8.561298294544336386e+03  1.008666207069878117e+06  2.010024370283275610e+06
118 1889 3.197900e+01 2.911303e+04  8.195380108607580041e+03  8.334812838431782438e+03  1.016322268332916065e+04  2.010930390621716622e+06
119 1905 3.145673e+01 2.903827e+04  8.195380108607580041e+03  8.306817876668759709e+03  5.087378768055964028e+05  2.008246935295639327e+06
120 1921 3.102333e+01 2.904718e+04  8.195380108607580041e+03  8.468686502658441896e+03  1.008858464271454141e+06  2.008627911302630790e+06
121 1937 3.070396e+01 2.911126e+04  8.195380108607580041e+03  8.359085301980081567e+03  8.914030046861133087e+03  1.009518247309597442e+06
122 1953 3.032355e+01 2.909234e+04  8.195380108607580041e+03  8.451264984653016654e+03  5.086203283706762595e+05  2.009275302654045867e+06
123 1969 2.983827e+01 2.911452e+04  8.195380108607580041e+03  8.415451605080805166e+03  5.086041821725172340e+05  2.008497852743381634e+06
124 1985 2.939536e+01 2.914557e+04  8.195380108607580041e+03  8.309587195421863726e+03  1.008473388958808035e+06  1.010610120490489295e+06
125 2001 2.908647e+01 2.912096e+04  8.195380108607580041e+03  8.476750843919291583e+03  9.692919237822430659e+03  2.009285714310300304e+06
126 2017 2.853664e+01 2.905386e+04  8.195380108607580041e+03  8.495875975132743406e+03  9.114384000885223941e+03  1.010383523105988745e+06
127 2033 2.818636e+01 2.905167e+04  8.195380108607580041e+03  8.486908354527036863e+03  1.008155345595260384e+06  3.008461396662138868e+06
128 2049 2.786070e+01 2.909760e+04  8.195380108607580041e+03  8.432538870248894455e+03  5.087732450668252422e+05  2.008285984574278351e+06
129 2065 2.755107e+01 2.915188e+04  8.195380108607580041e+03  8.496264716047691763e+03  9.071788465130486657e+03  1.009529340112513863e+06
130 2081 2.703332e+01 2.912666e+04  8.195380108607580041e+03  8.619968556141951922e+03  5.087237218010796933e+05  2.008092543846322224e+06
131 2097 2.660708e+01 2.918155e+04  8.195380108607580041e+03  8.342319240465614712e+03  9.564865303668437264e+03  1.010124499921303010e+06
132 2113 2.626976e+01 2.921367e+04  8.195380108607580041e+03  8.315561990910617169e+03  1.008532640720156254e+06  2.008355100919921650e+06
133 2129 2.600211e+01 2.921577e+04  8.195380108607580041e+03  8.322140536555605649e+03  5.086961524605995510e+05  1.009496260134544224e+06
134 2145 2.588575e+01 2.920023e+04  8.195380108607580041e+03  8.306964486439666871e+03  1.008238479933300521e+06  1.009227031747601228e+06
135 2161 2.563192e+01 2.918535e+04  8.195380108607580041e+03  8.349266867898979399e+03  1.008010446527893771e+06  3.008877209089841694e+06
136 2177 2.551248e+01 2.918857e+04  8.195380108607580041e+03  8.288302409877755053e+03  8.908964766406261333e+03  2.008920038572778925e+06
137 2193 2.556611e+01 2.922110e+04  8.195380108607580041e+03  8.362571488519906779e+03  1.008348045483999653e+06  2.008451287347529083e+06
138 2209 2.568123e+01 2.924451e+04  8.195380108607580041e+03  8.415969383667545117e+03  5.084908185177646810e+05  2.008611422471405240e+06
139 2225 2.585930e+01 2.929258e+04  8.195380108607580041e+03  8.321365845630523836e+03  5.090154098325311788e+05  2.007916499947769567e+06
140 2241 2.597879e+01 2.933865e+04  8.195380108607580041e+03  8.296798634580434737e+03  8.756406752082297317e+03  1.008720056152151083e+06
141 2257 2.626109e+01 2.942836e+04  8.195380108607580041e+03  8.459215249547016356e+03  5.086562716628358467e+05  1.010035565427821479e+06
142 2273 2.643912e+01 2.944436e+04  8.195380108607580041e+03  8.231572229647976201e+03  8.720895196089517412e+03  1.009104715149327414e+06
143 2289 2.658788e+01 2.945393e+04  8.195380108607580041e+03  8.552028147188248113e+03  1.008379530099452473e+06  3.008115567512674257e+06
144 2305 2.680922e+01 2.952417e+04  8.195380108607580041e+03  8.719850932071381976e+03  1.008353187902668258e+06  2.008517034748992650e+06
145 2321 2.696767e+01 2.957444e+04  8.195380108607580041e+03  8.478401218067359878e+03  8.994580983546031348e+03  2.008510104069140973e+06
146 2337 2.719956e+01 2.959081e+04  8.195380108607580041e+03  8.320733495780463272e+03  9.282093927707595867e+03  2.008600412407896481e+06
147 2353 2.749005e+01 2.958311e+04  8.195380108607580041e+03  8.497829323645682962e+03  1.008371035446592723e+06  3.008198430119691882e+06
148 2369 2.780615e+01 2.960230e+04  8.195380108607580041e+03  8.397391531844366909e+03  1.008237466918671969e+06  1.009457905138469767e+06
149 2385 2.791165e+01 2.962104e+04  8.195380108607580041e+03  8.351599113762833440e+03  9.408248136197509666e+03  2.008136111926919315e+06
150 2401 2.811931e+01 2.967407e+04  8.195380108607580041e+03  8.450617120782586426e+03  1.008319837870363845e+06  1.009375589973693830e+06
151 2417 2.840820e+01 2.971833e+04  8.195380108607580041e+03  8.466536025274910571e+03  8.958242873242796122e+03  1.009143871779045556e+06
152 2433 2.848240e+01 2.968954e+04  8.195380108607580041e+03  8.422446324351034491e+03  8.987150267342214647e+03  1.008994217556427233e+06
153 2449 2.839046e+01 2.980913e+04  8.195380108607580041e+03  8.532830065355041370e+03  1.008143339974570903e+06  2.008361477748971432e+06
154 2465 2.844399e+01 2.979728e+04  8.195380108607580041e+03  8.449161843462674369e+03  1.000508507280478443e+04  2.008112997802604223e+06
155 2481 2.832349e+01 2.980017e+04  8.195380108607580041e+03  8.359222518901955482e+03  9.170665796974542900e+03  2.008001317522376310e+06
156 2497 2.814989e+01 2.970286e+04  8.195380108607580041e+03  8.268600261928788314e+03  9.057272862925419759e+03  3.008471343254011124e+06
157 2513 2.810838e+01 2.971178e+04  8.195380108607580041e+03  8.448391867174459549e+03  1.008090046003140975e+06  1.009063378488894086e+06
158 2529 2.773596e+01 2.971729e+04  8.195380108607580041e+03  8.410689948334991641e+03  1.008347150599767221e+06  2.007812777952408884e+06
159 2545 2.747753e+01 2.968378e+04  8.195380108607580041e+03  8.857165663518037036e+03  1.008286230430161348e+06  2.009887556341403862e+06
160 2561 2.729591e+01 2.961593e+04  8.195380108607580041e+03  8.462379653807407522e+03  9.070956874691364646e+03  2.007808929210609058e+06
161 2577 2.693889e+01 2.964309e+04  8.195380108607580041e+03  8.245700897443675785e+03  1.008490336728673428e+06  2.009132486260608770e+06
162 2593 2.668546e+01 2.954787e+04  8.195380108607580041e+03  8.566499685311793655e+03  1.008233523362004897e+06  2.007913483202655800e+06
163 2609 2.648470e+01 2.953457e+04  8.195380108607580041e+03  8.339043659156890499e+03  8.806476909219363733e+03  1.009824718106066459e+06
164 2625 2.612491e+01 2.956125e+04  8.195380108607580041e+03  8.290933397965698532e+03  9.227293494023557287e+03  1.009177376392276259e+06
165 2641 2.588296e+01 2.956935e+04  8.195380108607580041e+03  8.360573299327943460e+03  8.697326937686137171e+03  1.008915784018627950e+06
166 2657 2.564534e+01 2.954242e+04  8.195380108607580041e+03  8.451359422717898269e+03  1.008192390942645958e+06  2.008604148579790024e+06
167 2673 2.530843e+01 2.953429e+04  8.195380108607580041e+03  8.428084254154689916e+03  1.008468583400636329e+06  1.009552980487395194e+06
168 2689 2.506251e+01 2.947954e+04  8.195380108607580041e+03  8.500175988299330129e+03  1.008347474953598576e+06  2.008028867257767357e+06
169 2705 2.475864e+01 2.946591e+04  8.195380108607580041e+03  8.382613301723320546e+03  5.088909070763443597e+05  1.009877073490083916e+06
170 2721 2.444570e+01 2.944508e+04  8.195380108607580041e+03  8.343909850143201766e+03  9.050923195544506598e+03  1.008949060522444313e+06
171 2737 2.407750e+01 2.952143e+04  8.195380108607580041e+03  8.610679985825807307e+03  1.008399932015173137e+06  1.008866008116169134e+06
172 2753 2.375798e+01 2.953093e+04  8.195380108607580041e+03  8.291300286408000829e+03  9.171250681839876052e+03  2.008016545829952229e+06
173 2769 2.356934e+01 2.952024e+04  8.187357368793548630e+03  8.187357368793548630e+03  1.008320516197913326e+06  2.008318850169439800e+06
174 2785 2.335887e+01 2.949928e+04  8.187357368793548630e+03  8.296240644135245020e+03  1.008306645191768650e+06  1.009125409778103000e+06
175 2801 2.309912e+01 2.951135e+04  8.187357368793548630e+03  8.321211829581397978e+03  1.007964400183299440e+06  2.008816477072405163e+06
176 2817 2.282081e+01 2.947122e+04  8.187357368793548630e+03  8.391655674423915116e+03  1.008216014674313250e+06  1.009073381025531678e+06
177 2833 2.270114e+01 2.953237e+04  8.187357368793548630e+03  8.457320641796759446e+03  1.008293988812639378e+06  1.009060007752971491e+06
178 2849 2.270204e+01 2.953635e+04  8.187357368793548630e+03  8.278620658805648418e+03  8.916658686740889607e+03  1.009038448868950829e+06
179 2865 2.268926e+01 2.955504e+04  8.187357368793548630e+03  8.343716208504934912e+03  1.008284876558479271e+06  2.007868496211157413e+06
180 2881 2.261413e+01 2.961789e+04  8.187357368793548630e+03  8.330560320783295538e+03  1.008439924045186723e+06  2.007901200452881865e+06
181 2897 2.250447e+01 2.955276e+04  8.187357368793548630e+03  8.264080858983643338e+03  1.008267537315611728e+06  2.008564213251252193e+06
182 2913 2.217401e+01 2.949718e+04  8.187357368793548630e+03  8.384096268078488720e+03  1.008335018781876424e+06  1.008995372007992235e+06
183 2929 2.183950e+01 2.951923e+04  8.187357368793548630e+03  8.284223361772234057e+03  8.692952257637218281e+03  2.008204382075964939e+06
184 2945 2.146220e+01 2.953564e+04  8.187357368793548630e+03  8.317366666791553143e+03  5.083349689066323917e+05  2.008410066679312848e+06
185 2961 2.107934e+01 2.959641e+04  8.187357368793548630e+03  8.323545671946527364e+03  8.682059154294882319e+03  1.008751753574338742e+06
186 2977 2.071395e+01 2.964701e+04  8.187357368793548630e+03  8.242188267709489082e+03  8.660801139032562787e+03  1.009490034264693735e+06
187 2993 2.034020e+01 2.965050e+04  8.187357368793548630e+03  8.262892067270830012e+03  8.641163821468231617e+03  1.008631384707883699e+06
188 3009 1.997888e+01 2.967287e+04  8.187357368793548630e+03  8.202895287772493248e+03  8.545842689546687325e+03  2.007978976493567694e+06
189 3025 1.963642e+01 2.973614e+04  8.187357368793548630e+03  8.221032164266040127e+03  1.008144076859197346e+06  2.008307811231052969e+06
190 3041 1.913867e+01 2.970950e+04  8.187357368793548630e+03  8.276797649137062763e+03  1.008226234329202678e+06  2.008416144278422697e+06
191 3057 1.866701e+01 2.975606e+04  8.187357368793548630e+03  8.203863106999435331e+03  5.083420368636674830e+05  2.008067695084016072e+06
192 3073 1.827227e+01 2.978058e+04  8.187357368793548630e+03  8.288050607675946594e+03  8.550580426175376488e+03  2.008077996634726645e+06
193 3089 1.799237e+01 2.971912e+04  8.187357368793548630e+03  8.222687784815367195e+03  8.591775397239311133e+03  2.007811845668966882e+06
194 3105 1.768063e+01 2.967145e+04  8.187357368793548630e+03  8.310148368227184619e+03  8.780164527794917376e+03  2.008049880429213867e+06
195 3121 1.750568e+01 2.968290e+04  8.187357368793548630e+03  8.347654584287893158e+03  8.479919832891318947e+03  1.008628430292068049e+06
196 3137 1.734925e+01 2.963430e+04  8.187357368793548630e+03  8.210213142260676250e+03  8.573506960337152123e+03  1.008685043110178667e+06
197 3153 1.721025e+01 2.971400e+04  8.187357368793548630e+03  8.246352390505489893e+03  1.008180342824092950e+06  2.007852295030985028e+06
198 3169 1.719562e+01 2.964361e+04  8.182039028567634887e+03  8.182039028567634887e+03  8.461169032190045982e+03  1.008690720195391215e+06
199 3185 1.708483e+01 2.967777e+04  8.182039028567634887e+03  8.191215116971231510e+03  8.505764393166809896e+03  2.008136251782431034e+06
200 3201 1.697391e+01 2.975511e+04  8.182039028567634887e+03  8.186509086801089325e+03  8.369071776519522246e+03  2.008259168097367976e+06
1 3235 7.857774e+01 2.037119e+04  8.182039028567634887e+03  1.026997446720622829e+06  2.040469946479621809e+06  2.098865980455229990e+06
